scope,liga,family,period,direction,n,mean_pred,base_rate,brier_raw,breakpoints,status
liga,la-liga-2,escanteios_1x2,HT,draw,48,,,,,skip_min
liga,la-liga-2,escanteios_1x2,HT,home,48,,,,,skip_min
liga,la-liga-2,escanteios,FT,over,960,,,,,skip_min
liga,la-liga-2,escanteios,FT,under,960,,,,,skip_min
liga,la-liga-2,escanteios,HT,over,720,,,,,skip_min
liga,la-liga-2,escanteios,HT,under,720,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_0,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_1,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_10,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_11,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_12,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_13,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_14,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_15_plus,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_2,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_3,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_4,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_5,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_6,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_7,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_8,48,,,,,skip_min
liga,la-liga-2,escanteios_exato,FT,eq_9,48,,,,,skip_min
liga,la-liga-2,faltas,FT,over,672,,,,,skip_min
liga,la-liga-2,faltas,FT,under,672,,,,,skip_min
liga,la-liga-2,gols,FT,over,768,,,,,skip_min
liga,la-liga-2,gols,FT,under,768,,,,,skip_min
liga,la-liga-2,gols,HT,over,384,,,,,skip_min
liga,la-liga-2,gols,HT,under,384,,,,,skip_min
liga,la-liga-2,gols,2T,over,192,,,,,skip_min
liga,la-liga-2,gols,2T,under,192,,,,,skip_min
liga,la-liga-2,handicap,FT,away_minus_1,48,,,,,skip_min
liga,la-liga-2,handicap,FT,away_minus_2,48,,,,,skip_min
liga,la-liga-2,handicap,FT,away_plus_1,48,,,,,skip_min
liga,la-liga-2,handicap,FT,away_plus_2,48,,,,,skip_min
liga,la-liga-2,handicap,FT,draw_minus_1,48,,,,,skip_min
liga,la-liga-2,handicap,FT,draw_minus_2,48,,,,,skip_min
liga,la-liga-2,handicap,FT,draw_plus_1,48,,,,,skip_min
liga,la-liga-2,handicap,FT,draw_plus_2,48,,,,,skip_min
liga,la-liga-2,handicap,FT,home_minus_1,48,,,,,skip_min
liga,la-liga-2,handicap,FT,home_minus_2,48,,,,,skip_min
liga,la-liga-2,handicap,FT,home_plus_1,48,,,,,skip_min
liga,la-liga-2,handicap,FT,home_plus_2,48,,,,,skip_min
liga,la-liga-2,htft,FULL,1_1,48,,,,,skip_min
liga,la-liga-2,htft,FULL,1_2,48,,,,,skip_min
liga,la-liga-2,htft,FULL,1_x,48,,,,,skip_min
liga,la-liga-2,htft,FULL,2_1,48,,,,,skip_min
liga,la-liga-2,htft,FULL,2_2,48,,,,,skip_min
liga,la-liga-2,htft,FULL,2_x,48,,,,,skip_min
liga,la-liga-2,htft,FULL,x_1,48,,,,,skip_min
liga,la-liga-2,htft,FULL,x_2,48,,,,,skip_min
liga,la-liga-2,htft,FULL,x_x,48,,,,,skip_min
liga,la-liga-2,impedimentos,FT,over,480,,,,,skip_min
liga,la-liga-2,impedimentos,FT,under,480,,,,,skip_min
liga,la-liga-2,marca,FT,away_nao,48,,,,,skip_min
liga,la-liga-2,marca,FT,away_sim,48,,,,,skip_min
liga,la-liga-2,marca,FT,home_nao,48,,,,,skip_min
liga,la-liga-2,marca,FT,home_sim,48,,,,,skip_min
liga,la-liga-2,margem,FT,away_1,48,,,,,skip_min
liga,la-liga-2,margem,FT,away_2,48,,,,,skip_min
liga,la-liga-2,margem,FT,away_3,48,,,,,skip_min
liga,la-liga-2,margem,FT,away_4_plus,48,,,,,skip_min
liga,la-liga-2,margem,FT,draw,48,,,,,skip_min
liga,la-liga-2,margem,FT,home_1,48,,,,,skip_min
liga,la-liga-2,margem,FT,home_2,48,,,,,skip_min
liga,la-liga-2,margem,FT,home_3,48,,,,,skip_min
liga,la-liga-2,margem,FT,home_4_plus,48,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,away_minus_1,30,,,,,skip_min
liga,la-liga-2,asian_handicap,FT,home_minus_1,30,,,,,skip_min
liga,la-liga-2,dnb,HT,away,29,,,,,skip_min
liga,la-liga-2,dnb,HT,home,29,,,,,skip_min
liga,championship,1x2,2T,away,82,,,,,skip_min
liga,championship,1x2,2T,draw,82,,,,,skip_min
liga,championship,1x2,2T,home,82,,,,,skip_min
liga,championship,1x2,FT,away,82,,,,,skip_min
liga,championship,1x2,FT,draw,82,,,,,skip_min
liga,championship,1x2,FT,home,82,,,,,skip_min
liga,championship,1x2,HT,away,82,,,,,skip_min
liga,championship,1x2,HT,draw,82,,,,,skip_min
liga,championship,1x2,HT,home,82,,,,,skip_min
liga,championship,asian_handicap,FT,away_minus_0_5,82,,,,,skip_min
liga,championship,asian_handicap,FT,away_minus_1,59,,,,,skip_min
liga,championship,asian_handicap,FT,away_minus_1_5,82,,,,,skip_min
liga,championship,asian_handicap,FT,away_plus_0_5,82,,,,,skip_min
liga,championship,asian_handicap,FT,away_plus_1,67,,,,,skip_min
liga,championship,asian_handicap,FT,away_plus_1_5,82,,,,,skip_min
liga,championship,asian_handicap,FT,away_plus_2,76,,,,,skip_min
liga,championship,asian_handicap,FT,home_minus_0_5,82,,,,,skip_min
liga,championship,asian_handicap,FT,home_minus_1,59,,,,,skip_min
liga,championship,asian_handicap,FT,home_minus_1_5,82,,,,,skip_min
liga,championship,asian_handicap,FT,home_plus_0_5,82,,,,,skip_min
liga,championship,asian_handicap,FT,home_plus_1,67,,,,,skip_min
liga,championship,asian_handicap,FT,home_plus_1_5,82,,,,,skip_min
liga,championship,asian_handicap,FT,home_plus_2,76,,,,,skip_min
liga,championship,asian_total,FT,over,383,,,,,skip_min
liga,championship,asian_total,FT,under,383,,,,,skip_min
liga,championship,asian_total,HT,over,165,,,,,skip_min
liga,championship,asian_total,HT,under,165,,,,,skip_min
liga,championship,btts_algum_tempo,FULL,nao,82,,,,,skip_min
liga,championship,btts_algum_tempo,FULL,sim,82,,,,,skip_min
liga,championship,btts_ambos_tempos,FULL,nao,82,,,,,skip_min
liga,championship,btts_ambos_tempos,FULL,sim,82,,,,,skip_min
liga,championship,btts,FT,nao,82,,,,,skip_min
liga,championship,btts,FT,sim,82,,,,,skip_min
liga,championship,btts,HT,nao,82,,,,,skip_min
liga,championship,btts,HT,sim,82,,,,,skip_min
liga,championship,cartoes_1x2,FT,away,82,,,,,skip_min
liga,championship,cartoes_1x2,FT,draw,82,,,,,skip_min
liga,championship,cartoes_1x2,FT,home,82,,,,,skip_min
liga,championship,cartoes,FT,over,1230,,,,,skip_min
liga,championship,cartoes,FT,under,1230,,,,,skip_min
liga,championship,cartoes,HT,over,656,,,,,skip_min
liga,championship,cartoes,HT,under,656,,,,,skip_min
liga,championship,chutes_alvo,FT,over,1394,,,,,skip_min
liga,championship,chutes_alvo,FT,under,1394,,,,,skip_min
liga,championship,chutes_alvo,HT,over,738,,,,,skip_min
liga,championship,chutes_alvo,HT,under,738,,,,,skip_min
liga,championship,chutes,FT,over,2542,0.626342,0.615264,0.149290,381,fit
liga,championship,chutes,FT,under,2542,0.373658,0.384736,0.149290,381,fit
liga,championship,chutes,HT,over,1066,,,,,skip_min
liga,championship,chutes,HT,under,1066,,,,,skip_min
liga,championship,correct_score,FT,0_0,82,,,,,skip_min
liga,championship,correct_score,FT,0_1,82,,,,,skip_min
liga,championship,correct_score,FT,0_2,82,,,,,skip_min
liga,championship,correct_score,FT,0_3,82,,,,,skip_min
liga,championship,correct_score,FT,0_4,82,,,,,skip_min
liga,championship,correct_score,FT,1_0,82,,,,,skip_min
liga,championship,correct_score,FT,1_1,82,,,,,skip_min
liga,championship,correct_score,FT,1_2,82,,,,,skip_min
liga,championship,correct_score,FT,1_3,82,,,,,skip_min
liga,championship,correct_score,FT,1_4,82,,,,,skip_min
liga,championship,correct_score,FT,2_0,82,,,,,skip_min
liga,championship,correct_score,FT,2_1,82,,,,,skip_min
liga,championship,correct_score,FT,2_2,82,,,,,skip_min
liga,championship,correct_score,FT,2_3,82,,,,,skip_min
liga,championship,correct_score,FT,2_4,82,,,,,skip_min
liga,championship,correct_score,FT,3_0,82,,,,,skip_min
liga,championship,correct_score,FT,3_1,82,,,,,skip_min
liga,championship,correct_score,FT,3_2,82,,,,,skip_min
liga,championship,correct_score,FT,3_3,82,,,,,skip_min
liga,championship,correct_score,FT,3_4,82,,,,,skip_min
liga,championship,correct_score,FT,4_0,82,,,,,skip_min
liga,championship,correct_score,FT,4_1,82,,,,,skip_min
liga,championship,correct_score,FT,4_2,82,,,,,skip_min
liga,championship,correct_score,FT,4_3,82,,,,,skip_min
liga,championship,correct_score,FT,4_4,82,,,,,skip_min
liga,championship,correct_score,FT,other_away,82,,,,,skip_min
liga,championship,correct_score,FT,other_draw,82,,,,,skip_min
liga,championship,correct_score,FT,other_home,82,,,,,skip_min
liga,championship,correct_score,HT,0_0,82,,,,,skip_min
liga,championship,correct_score,HT,0_1,82,,,,,skip_min
liga,championship,correct_score,HT,0_2,82,,,,,skip_min
liga,championship,correct_score,HT,1_0,82,,,,,skip_min
liga,championship,correct_score,HT,1_1,82,,,,,skip_min
liga,championship,correct_score,HT,1_2,82,,,,,skip_min
liga,championship,correct_score,HT,2_0,82,,,,,skip_min
liga,championship,correct_score,HT,2_1,82,,,,,skip_min
liga,championship,correct_score,HT,2_2,82,,,,,skip_min
liga,championship,correct_score,HT,other,82,,,,,skip_min
liga,championship,dnb,2T,away,54,,,,,skip_min
liga,championship,dnb,2T,home,54,,,,,skip_min
liga,championship,dnb,FT,away,65,,,,,skip_min
liga,championship,dnb,FT,home,65,,,,,skip_min
liga,championship,dupla,2T,12,82,,,,,skip_min
liga,championship,dupla,2T,1x,82,,,,,skip_min
liga,championship,dupla,2T,x2,82,,,,,skip_min
liga,championship,dupla,FT,12,82,,,,,skip_min
liga,championship,dupla,FT,1x,82,,,,,skip_min
liga,championship,dupla,FT,x2,82,,,,,skip_min
liga,championship,dupla,HT,12,82,,,,,skip_min
liga,championship,dupla,HT,1x,82,,,,,skip_min
liga,championship,dupla,HT,x2,82,,,,,skip_min
liga,championship,escanteios_1x2,FT,away,82,,,,,skip_min
liga,championship,escanteios_1x2,FT,draw,82,,,,,skip_min
liga,championship,escanteios_1x2,FT,home,82,,,,,skip_min
liga,championship,escanteios_1x2,HT,away,82,,,,,skip_min
liga,championship,escanteios_1x2,HT,draw,82,,,,,skip_min
liga,championship,escanteios_1x2,HT,home,82,,,,,skip_min
liga,championship,escanteios,FT,over,1640,0.443301,0.448171,0.192963,46,fit
liga,championship,escanteios,FT,under,1640,0.556699,0.551829,0.192963,47,fit
liga,championship,escanteios,HT,over,1230,,,,,skip_min
liga,championship,escanteios,HT,under,1230,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_0,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_1,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_10,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_11,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_12,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_13,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_14,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_15_plus,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_2,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_3,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_4,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_5,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_6,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_7,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_8,82,,,,,skip_min
liga,championship,escanteios_exato,FT,eq_9,82,,,,,skip_min
liga,championship,faltas,FT,over,1148,,,,,skip_min
liga,championship,faltas,FT,under,1148,,,,,skip_min
liga,championship,gols,FT,over,1312,,,,,skip_min
liga,championship,gols,FT,under,1312,,,,,skip_min
liga,championship,gols,HT,over,656,,,,,skip_min
liga,championship,gols,HT,under,656,,,,,skip_min
liga,championship,gols,2T,over,328,,,,,skip_min
liga,championship,gols,2T,under,328,,,,,skip_min
liga,championship,handicap,FT,away_minus_1,82,,,,,skip_min
liga,championship,handicap,FT,away_minus_2,82,,,,,skip_min
liga,championship,handicap,FT,away_plus_1,82,,,,,skip_min
liga,championship,handicap,FT,away_plus_2,82,,,,,skip_min
liga,championship,handicap,FT,draw_minus_1,82,,,,,skip_min
liga,championship,handicap,FT,draw_minus_2,82,,,,,skip_min
liga,championship,handicap,FT,draw_plus_1,82,,,,,skip_min
liga,championship,handicap,FT,draw_plus_2,82,,,,,skip_min
liga,championship,handicap,FT,home_minus_1,82,,,,,skip_min
liga,championship,handicap,FT,home_minus_2,82,,,,,skip_min
liga,championship,handicap,FT,home_plus_1,82,,,,,skip_min
liga,championship,handicap,FT,home_plus_2,82,,,,,skip_min
liga,championship,htft,FULL,1_1,82,,,,,skip_min
liga,championship,htft,FULL,1_2,82,,,,,skip_min
liga,championship,htft,FULL,1_x,82,,,,,skip_min
liga,championship,htft,FULL,2_1,82,,,,,skip_min
liga,championship,htft,FULL,2_2,82,,,,,skip_min
liga,championship,htft,FULL,2_x,82,,,,,skip_min
liga,championship,htft,FULL,x_1,82,,,,,skip_min
liga,championship,htft,FULL,x_2,82,,,,,skip_min
liga,championship,htft,FULL,x_x,82,,,,,skip_min
liga,championship,impedimentos,FT,over,820,,,,,skip_min
liga,championship,impedimentos,FT,under,820,,,,,skip_min
liga,championship,marca,FT,away_nao,82,,,,,skip_min
liga,championship,marca,FT,away_sim,82,,,,,skip_min
liga,championship,marca,FT,home_nao,82,,,,,skip_min
liga,championship,marca,FT,home_sim,82,,,,,skip_min
liga,championship,margem,FT,away_1,82,,,,,skip_min
liga,championship,margem,FT,away_2,82,,,,,skip_min
liga,championship,margem,FT,away_3,82,,,,,skip_min
liga,championship,margem,FT,away_4_plus,82,,,,,skip_min
liga,championship,margem,FT,draw,82,,,,,skip_min
liga,championship,margem,FT,home_1,82,,,,,skip_min
liga,championship,margem,FT,home_2,82,,,,,skip_min
liga,championship,margem,FT,home_3,82,,,,,skip_min
liga,championship,margem,FT,home_4_plus,82,,,,,skip_min
liga,championship,asian_handicap,FT,away_minus_2,75,,,,,skip_min
liga,championship,asian_handicap,FT,home_minus_2,75,,,,,skip_min
liga,championship,dnb,HT,away,51,,,,,skip_min
liga,championship,dnb,HT,home,51,,,,,skip_min
liga,serie-b-italia,1x2,2T,away,24,,,,,skip_min
liga,serie-b-italia,1x2,2T,draw,24,,,,,skip_min
liga,serie-b-italia,1x2,2T,home,24,,,,,skip_min
liga,serie-b-italia,1x2,FT,away,24,,,,,skip_min
liga,serie-b-italia,1x2,FT,draw,24,,,,,skip_min
liga,serie-b-italia,1x2,FT,home,24,,,,,skip_min
liga,serie-b-italia,1x2,HT,away,24,,,,,skip_min
liga,serie-b-italia,1x2,HT,draw,24,,,,,skip_min
liga,serie-b-italia,1x2,HT,home,24,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,away_minus_0_5,24,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,away_minus_1,19,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,away_minus_1_5,24,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,away_minus_2,23,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,away_plus_0_5,24,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,away_plus_1,22,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,away_plus_1_5,24,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,away_plus_2,21,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,home_minus_0_5,24,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,home_minus_1,19,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,home_minus_1_5,24,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,home_minus_2,23,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,home_plus_0_5,24,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,home_plus_1,22,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,home_plus_1_5,24,,,,,skip_min
liga,serie-b-italia,asian_handicap,FT,home_plus_2,21,,,,,skip_min
liga,serie-b-italia,asian_total,FT,over,115,,,,,skip_min
liga,serie-b-italia,asian_total,FT,under,115,,,,,skip_min
liga,serie-b-italia,asian_total,HT,over,51,,,,,skip_min
liga,serie-b-italia,asian_total,HT,under,51,,,,,skip_min
liga,serie-b-italia,btts_algum_tempo,FULL,nao,24,,,,,skip_min
liga,serie-b-italia,btts_algum_tempo,FULL,sim,24,,,,,skip_min
liga,serie-b-italia,btts_ambos_tempos,FULL,nao,24,,,,,skip_min
liga,serie-b-italia,btts_ambos_tempos,FULL,sim,24,,,,,skip_min
liga,serie-b-italia,btts,FT,nao,24,,,,,skip_min
liga,serie-b-italia,btts,FT,sim,24,,,,,skip_min
liga,serie-b-italia,btts,HT,nao,24,,,,,skip_min
liga,serie-b-italia,btts,HT,sim,24,,,,,skip_min
liga,serie-b-italia,cartoes_1x2,FT,away,24,,,,,skip_min
liga,serie-b-italia,cartoes_1x2,FT,draw,24,,,,,skip_min
liga,serie-b-italia,cartoes_1x2,FT,home,24,,,,,skip_min
liga,serie-b-italia,cartoes,FT,over,360,,,,,skip_min
liga,serie-b-italia,cartoes,FT,under,360,,,,,skip_min
liga,serie-b-italia,cartoes,HT,over,192,,,,,skip_min
liga,serie-b-italia,cartoes,HT,under,192,,,,,skip_min
liga,serie-b-italia,chutes_alvo,FT,over,408,,,,,skip_min
liga,serie-b-italia,chutes_alvo,FT,under,408,,,,,skip_min
liga,serie-b-italia,chutes_alvo,HT,over,216,,,,,skip_min
liga,serie-b-italia,chutes_alvo,HT,under,216,,,,,skip_min
liga,serie-b-italia,chutes,FT,over,744,,,,,skip_min
liga,serie-b-italia,chutes,FT,under,744,,,,,skip_min
liga,serie-b-italia,chutes,HT,over,312,,,,,skip_min
liga,serie-b-italia,chutes,HT,under,312,,,,,skip_min
liga,serie-b-italia,correct_score,FT,0_0,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,0_1,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,0_2,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,0_3,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,0_4,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,1_0,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,1_1,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,1_2,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,1_3,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,1_4,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,2_0,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,2_1,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,2_2,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,2_3,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,2_4,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,3_0,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,3_1,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,3_2,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,3_3,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,3_4,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,4_0,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,4_1,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,4_2,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,4_3,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,4_4,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,other_away,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,other_draw,24,,,,,skip_min
liga,serie-b-italia,correct_score,FT,other_home,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,0_0,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,0_1,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,0_2,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,1_0,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,1_1,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,1_2,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,2_0,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,2_1,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,2_2,24,,,,,skip_min
liga,serie-b-italia,correct_score,HT,other,24,,,,,skip_min
liga,serie-b-italia,dupla,2T,12,24,,,,,skip_min
liga,serie-b-italia,dupla,2T,1x,24,,,,,skip_min
liga,serie-b-italia,dupla,2T,x2,24,,,,,skip_min
liga,serie-b-italia,dupla,FT,12,24,,,,,skip_min
liga,serie-b-italia,dupla,FT,1x,24,,,,,skip_min
liga,serie-b-italia,dupla,FT,x2,24,,,,,skip_min
liga,serie-b-italia,dupla,HT,12,24,,,,,skip_min
liga,serie-b-italia,dupla,HT,1x,24,,,,,skip_min
liga,serie-b-italia,dupla,HT,x2,24,,,,,skip_min
liga,serie-b-italia,escanteios_1x2,FT,away,24,,,,,skip_min
liga,serie-b-italia,escanteios_1x2,FT,draw,24,,,,,skip_min
liga,serie-b-italia,escanteios_1x2,FT,home,24,,,,,skip_min
liga,serie-b-italia,escanteios_1x2,HT,away,24,,,,,skip_min
liga,serie-b-italia,escanteios_1x2,HT,draw,24,,,,,skip_min
liga,serie-b-italia,escanteios_1x2,HT,home,24,,,,,skip_min
liga,serie-b-italia,escanteios,FT,over,480,,,,,skip_min
liga,serie-b-italia,escanteios,FT,under,480,,,,,skip_min
liga,serie-b-italia,escanteios,HT,over,360,,,,,skip_min
liga,serie-b-italia,escanteios,HT,under,360,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_0,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_1,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_10,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_11,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_12,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_13,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_14,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_15_plus,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_2,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_3,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_4,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_5,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_6,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_7,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_8,24,,,,,skip_min
liga,serie-b-italia,escanteios_exato,FT,eq_9,24,,,,,skip_min
liga,serie-b-italia,faltas,FT,over,336,,,,,skip_min
liga,serie-b-italia,faltas,FT,under,336,,,,,skip_min
liga,serie-b-italia,gols,FT,over,384,,,,,skip_min
liga,serie-b-italia,gols,FT,under,384,,,,,skip_min
liga,serie-b-italia,gols,HT,over,192,,,,,skip_min
liga,serie-b-italia,gols,HT,under,192,,,,,skip_min
liga,serie-b-italia,gols,2T,over,96,,,,,skip_min
liga,serie-b-italia,gols,2T,under,96,,,,,skip_min
liga,serie-b-italia,handicap,FT,away_minus_1,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,away_minus_2,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,away_plus_1,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,away_plus_2,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,draw_minus_1,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,draw_minus_2,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,draw_plus_1,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,draw_plus_2,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,home_minus_1,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,home_minus_2,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,home_plus_1,24,,,,,skip_min
liga,serie-b-italia,handicap,FT,home_plus_2,24,,,,,skip_min
liga,serie-b-italia,htft,FULL,1_1,24,,,,,skip_min
liga,serie-b-italia,htft,FULL,1_2,24,,,,,skip_min
liga,serie-b-italia,htft,FULL,1_x,24,,,,,skip_min
liga,serie-b-italia,htft,FULL,2_1,24,,,,,skip_min
liga,serie-b-italia,htft,FULL,2_2,24,,,,,skip_min
liga,serie-b-italia,htft,FULL,2_x,24,,,,,skip_min
liga,serie-b-italia,htft,FULL,x_1,24,,,,,skip_min
liga,serie-b-italia,htft,FULL,x_2,24,,,,,skip_min
liga,serie-b-italia,htft,FULL,x_x,24,,,,,skip_min
liga,serie-b-italia,impedimentos,FT,over,240,,,,,skip_min
liga,serie-b-italia,impedimentos,FT,under,240,,,,,skip_min
liga,serie-b-italia,marca,FT,away_nao,24,,,,,skip_min
liga,serie-b-italia,marca,FT,away_sim,24,,,,,skip_min
liga,serie-b-italia,marca,FT,home_nao,24,,,,,skip_min
liga,serie-b-italia,marca,FT,home_sim,24,,,,,skip_min
liga,serie-b-italia,margem,FT,away_1,24,,,,,skip_min
liga,serie-b-italia,margem,FT,away_2,24,,,,,skip_min
liga,serie-b-italia,margem,FT,away_3,24,,,,,skip_min
liga,serie-b-italia,margem,FT,away_4_plus,24,,,,,skip_min
liga,serie-b-italia,margem,FT,draw,24,,,,,skip_min
liga,serie-b-italia,margem,FT,home_1,24,,,,,skip_min
liga,serie-b-italia,margem,FT,home_2,24,,,,,skip_min
liga,serie-b-italia,margem,FT,home_3,24,,,,,skip_min
liga,serie-b-italia,margem,FT,home_4_plus,24,,,,,skip_min
liga,serie-b-italia,dnb,2T,away,15,,,,,skip_min
liga,serie-b-italia,dnb,2T,home,15,,,,,skip_min
liga,serie-b-italia,dnb,HT,away,12,,,,,skip_min
liga,serie-b-italia,dnb,HT,home,12,,,,,skip_min
liga,serie-b-italia,dnb,FT,away,14,,,,,skip_min
liga,serie-b-italia,dnb,FT,home,14,,,,,skip_min
liga,brasileirao-b,1x2,2T,away,280,,,,,skip_min
liga,brasileirao-b,1x2,2T,draw,280,,,,,skip_min
liga,brasileirao-b,1x2,2T,home,280,,,,,skip_min
liga,brasileirao-b,1x2,FT,away,280,,,,,skip_min
liga,brasileirao-b,1x2,FT,draw,280,,,,,skip_min
liga,brasileirao-b,1x2,FT,home,280,,,,,skip_min
liga,brasileirao-b,1x2,HT,away,280,,,,,skip_min
liga,brasileirao-b,1x2,HT,draw,280,,,,,skip_min
liga,brasileirao-b,1x2,HT,home,280,,,,,skip_min
liga,brasileirao-b,asian_handicap,FT,away_minus_0_5,280,,,,,skip_min
liga,brasileirao-b,asian_handicap,FT,away_minus_1,208,,,,,skip_min
