liga,family,period,direction,n,coverage,mean_pred_raw,mean_pred_cal,base_rate,gap_raw,gap_cal,brier_raw,brier_cal,delta_brier,delta_brier_rel
la-liga-2,margem,FT,home_4_plus,264,1,0.063328,0.027811,0.034091,0.029237,-0.006280,0.036614,0.032719,0.003895,0.106383
la-liga-2,asian_handicap,FT,away_minus_1,197,1,0.712915,0.755022,0.730964,-0.018050,0.024058,0.196512,0.193725,0.002786,0.014178
la-liga-2,asian_handicap,FT,home_minus_1,197,1,0.287085,0.244978,0.269036,0.018050,-0.024058,0.196512,0.193725,0.002786,0.014178
la-liga-2,dnb,HT,away,138,1,0.329490,0.426889,0.427536,-0.098046,-0.000647,0.257866,0.245712,0.012154,0.047133
la-liga-2,dnb,HT,home,138,1,0.670510,0.573111,0.572464,0.098046,0.000647,0.257866,0.245712,0.012154,0.047133
brasileirao,1x2,2T,away,164,1,0.158072,0.237779,0.268293,-0.110221,-0.030514,0.205200,0.195844,0.009356,0.045594
brasileirao,1x2,2T,draw,164,1,0.331402,0.352507,0.347561,-0.016159,0.004946,0.229622,0.227753,0.001869,0.008139
brasileirao,1x2,2T,home,164,1,0.510526,0.402647,0.384146,0.126380,0.018501,0.255306,0.235725,0.019581,0.076694
brasileirao,1x2,FT,away,164,1,0.162244,0.236109,0.250000,-0.087756,-0.013891,0.181685,0.176721,0.004964,0.027323
brasileirao,1x2,FT,draw,164,1,0.223519,0.237656,0.268293,-0.044773,-0.030637,0.204029,0.201798,0.002231,0.010937
brasileirao,1x2,FT,home,164,1,0.614237,0.509613,0.481707,0.132529,0.027906,0.262928,0.245781,0.017147,0.065217
brasileirao,1x2,HT,away,164,1,0.143228,0.196905,0.189024,-0.045796,0.007881,0.147921,0.146388,0.001533,0.010367
brasileirao,1x2,HT,draw,164,1,0.435313,0.429194,0.402439,0.032874,0.026755,0.245815,0.245284,0.000531,0.002160
brasileirao,1x2,HT,home,164,1,0.421459,0.379841,0.408537,0.012922,-0.028695,0.236437,0.236994,-0.000557,-0.002356
brasileirao,asian_handicap,FT,away_minus_0_5,164,1,0.385763,0.490387,0.518293,-0.132529,-0.027906,0.262928,0.245781,0.017147,0.065217
brasileirao,asian_handicap,FT,away_minus_1,126,1,0.621292,0.680554,0.674603,-0.053311,0.005951,0.228553,0.223172,0.005381,0.023544
brasileirao,asian_handicap,FT,away_minus_1_5,164,1,0.617769,0.758852,0.750000,-0.132231,0.008852,0.215110,0.189821,0.025290,0.117566
brasileirao,asian_handicap,FT,away_minus_2,137,1,0.806035,0.880933,0.897810,-0.091775,-0.016877,0.117689,0.097392,0.020297,0.172465
brasileirao,asian_handicap,FT,away_plus_0_5,164,1,0.162244,0.236109,0.250000,-0.087756,-0.013891,0.181685,0.176721,0.004964,0.027323
brasileirao,asian_handicap,FT,away_plus_1,135,1,0.158041,0.118879,0.088889,0.069152,0.029991,0.074870,0.071872,0.002998,0.040044
brasileirao,asian_handicap,FT,away_plus_1_5,164,1,0.055272,0.080706,0.073171,-0.017899,0.007535,0.062171,0.063443,-0.001272,-0.020459
brasileirao,asian_handicap,FT,away_plus_2,159,1,0.054659,0.023011,0.044025,0.010634,-0.021014,0.037153,0.040193,-0.003040,-0.081825
brasileirao,asian_handicap,FT,home_minus_0_5,164,1,0.614237,0.509613,0.481707,0.132529,0.027906,0.262928,0.245781,0.017147,0.065217
brasileirao,asian_handicap,FT,home_minus_1,126,1,0.378708,0.319446,0.325397,0.053311,-0.005951,0.228553,0.223172,0.005381,0.023544
brasileirao,asian_handicap,FT,home_minus_1_5,164,1,0.382231,0.241148,0.250000,0.132231,-0.008852,0.215110,0.189821,0.025290,0.117566
brasileirao,asian_handicap,FT,home_minus_2,137,1,0.193965,0.119067,0.102190,0.091775,0.016877,0.117689,0.097392,0.020297,0.172465
brasileirao,asian_handicap,FT,home_plus_0_5,164,1,0.837756,0.763891,0.750000,0.087756,0.013891,0.181685,0.176721,0.004964,0.027323
brasileirao,asian_handicap,FT,home_plus_1,135,1,0.841959,0.881121,0.911111,-0.069152,-0.029991,0.074870,0.071872,0.002998,0.040044
brasileirao,asian_handicap,FT,home_plus_1_5,164,1,0.944728,0.919294,0.926829,0.017899,-0.007535,0.062171,0.063443,-0.001272,-0.020459
brasileirao,asian_handicap,FT,home_plus_2,159,1,0.945341,0.976989,0.955975,-0.010634,0.021014,0.037153,0.040193,-0.003040,-0.081825
brasileirao,asian_total,FT,over,761,1,0.507003,0.488481,0.529566,-0.022563,-0.041085,0.205169,0.206247,-0.001078,-0.005253
brasileirao,asian_total,FT,under,761,1,0.492997,0.511519,0.470434,0.022563,0.041085,0.205169,0.206247,-0.001078,-0.005253
brasileirao,asian_total,HT,over,320,1,0.405681,0.345962,0.421875,-0.016194,-0.075913,0.240792,0.242177,-0.001384,-0.005748
brasileirao,asian_total,HT,under,320,1,0.594319,0.654038,0.578125,0.016194,0.075913,0.240792,0.242177,-0.001384,-0.005748
brasileirao,btts_algum_tempo,FULL,nao,164,1,0.647159,0.622286,0.567073,0.080086,0.055213,0.254575,0.247653,0.006922,0.027189
brasileirao,btts_algum_tempo,FULL,sim,164,1,0.352841,0.377714,0.432927,-0.080086,-0.055213,0.254575,0.247653,0.006922,0.027189
brasileirao,btts_ambos_tempos,FULL,nao,164,1,0.963809,0.963439,0.932927,0.030882,0.030512,0.063518,0.063609,-0.000090,-0.001423
brasileirao,btts_ambos_tempos,FULL,sim,164,1,0.036191,0.036561,0.067073,-0.030882,-0.030512,0.063518,0.063609,-0.000090,-0.001423
brasileirao,btts,FT,nao,164,1,0.554593,0.519705,0.439024,0.115569,0.080680,0.263966,0.252976,0.010990,0.041633
brasileirao,btts,FT,sim,164,1,0.445407,0.480295,0.560976,-0.115569,-0.080680,0.263966,0.252976,0.010990,0.041633
brasileirao,btts,HT,nao,164,1,0.859205,0.825057,0.780488,0.078717,0.044569,0.175734,0.172391,0.003342,0.019020
brasileirao,btts,HT,sim,164,1,0.140795,0.174943,0.219512,-0.078717,-0.044569,0.175734,0.172391,0.003342,0.019020
brasileirao,cartoes_1x2,FT,away,164,1,0.440706,0.461762,0.512195,-0.071489,-0.050433,0.263787,0.255804,0.007982,0.030261
brasileirao,cartoes_1x2,FT,draw,164,1,0.184079,0.198630,0.207317,-0.023238,-0.008687,0.164942,0.164665,0.000277,0.001677
brasileirao,cartoes_1x2,FT,home,164,1,0.375216,0.352630,0.280488,0.094728,0.072142,0.209844,0.204695,0.005148,0.024535
brasileirao,cartoes,FT,over,2460,1,0.552004,0.622672,0.584553,-0.032549,0.038119,0.178223,0.177952,0.000271,0.001520
brasileirao,cartoes,FT,under,2460,1,0.447996,0.377367,0.415447,0.032549,-0.038080,0.178223,0.178001,0.000221,0.001242
brasileirao,cartoes,HT,over,1312,1,0.349497,0.459881,0.443598,-0.094101,0.016284,0.211339,0.201298,0.010041,0.047513
brasileirao,cartoes,HT,under,1312,1,0.650503,0.539592,0.556402,0.094101,-0.016811,0.211339,0.201357,0.009981,0.047229
brasileirao,chutes_alvo,FT,over,2788,1,0.627348,0.636713,0.654950,-0.027601,-0.018237,0.184062,0.183316,0.000747,0.004057
brasileirao,chutes_alvo,FT,under,2788,1,0.372652,0.363348,0.345050,0.027601,0.018298,0.184062,0.183318,0.000745,0.004046
brasileirao,chutes_alvo,HT,over,1476,1,0.517704,0.601370,0.614499,-0.096795,-0.013129,0.212517,0.202528,0.009989,0.047003
brasileirao,chutes_alvo,HT,under,1476,1,0.482296,0.401275,0.385501,0.096795,0.015774,0.212517,0.202189,0.010328,0.048599
brasileirao,chutes,FT,over,5084,1,0.670896,0.666733,0.652439,0.018457,0.014294,0.170562,0.166433,0.004129,0.024209
brasileirao,chutes,FT,under,5084,1,0.329104,0.333110,0.347561,-0.018457,-0.014451,0.170562,0.166453,0.004109,0.024092
brasileirao,chutes,HT,over,2132,1,0.849915,0.822026,0.786116,0.063799,0.035910,0.141138,0.137913,0.003225,0.022851
brasileirao,chutes,HT,under,2132,1,0.150085,0.177783,0.213884,-0.063799,-0.036100,0.141138,0.137986,0.003151,0.022328
brasileirao,correct_score,FT,0_0,164,1,0.080025,0.070160,0.042683,0.037342,0.027477,0.043459,0.043038,0.000421,0.009690
brasileirao,correct_score,FT,0_1,164,1,0.055316,0.068061,0.079268,-0.023953,-0.011208,0.074401,0.073930,0.000472,0.006342
brasileirao,correct_score,FT,0_2,164,1,0.025928,0.035409,0.012195,0.013733,0.023213,0.012725,0.013097,-0.000372,-0.029218
brasileirao,correct_score,FT,0_3,164,1,0.008031,0.010989,0.018293,-0.010262,-0.007303,0.017997,0.017870,0.000128,0.007093
brasileirao,correct_score,FT,0_4,164,1,0.002015,0.004067,0.018293,-0.016277,-0.014226,0.018043,0.017975,0.000068,0.003744
brasileirao,correct_score,FT,1_0,164,1,0.122196,0.133259,0.097561,0.024635,0.035698,0.086510,0.088244,-0.001734,-0.020043
brasileirao,correct_score,FT,1_1,164,1,0.103017,0.140622,0.134146,-0.031129,0.006476,0.117279,0.123493,-0.006213,-0.052980
brasileirao,correct_score,FT,1_2,164,1,0.040572,0.067933,0.091463,-0.050891,-0.023530,0.084969,0.083315,0.001655,0.019473
brasileirao,correct_score,FT,1_3,164,1,0.012048,0.012338,0.018293,-0.006245,-0.005955,0.017869,0.017861,0.000008,0.000465
brasileirao,correct_score,FT,1_4,164,1,0.002898,0.000804,0.006098,-0.003200,-0.005294,0.005875,0.006016,-0.000140,-0.023908
brasileirao,correct_score,FT,2_0,164,1,0.115657,0.082767,0.115854,-0.000197,-0.033087,0.100324,0.101677,-0.001353,-0.013481
brasileirao,correct_score,FT,2_1,164,1,0.086068,0.106488,0.109756,-0.023688,-0.003268,0.097900,0.096908,0.000992,0.010129
brasileirao,correct_score,FT,2_2,164,1,0.034197,0.051460,0.073171,-0.038974,-0.021711,0.070123,0.068820,0.001303,0.018588
brasileirao,correct_score,FT,2_3,164,1,0.009729,0.013715,0.006098,0.003631,0.007617,0.006124,0.006127,-0.000003,-0.000489
brasileirao,correct_score,FT,2_4,164,1,0.002238,0.002641,0,0.002238,0.002641,0.000009,0.000010,-0.000000,-0.053641
brasileirao,correct_score,FT,3_0,164,1,0.075561,0.052961,0.036585,0.038976,0.016375,0.037984,0.036255,0.001729,0.045524
brasileirao,correct_score,FT,3_1,164,1,0.054370,0.042507,0.024390,0.029980,0.018117,0.024385,0.023723,0.000662,0.027142
brasileirao,correct_score,FT,3_2,164,1,0.020798,0.019041,0.024390,-0.003593,-0.005349,0.023926,0.023901,0.000025,0.001052
brasileirao,correct_score,FT,3_3,164,1,0.005671,0.005261,0.018293,-0.012621,-0.013031,0.017955,0.018064,-0.000109,-0.006047
brasileirao,correct_score,FT,3_4,164,1,0.001247,0.000318,0,0.001247,0.000318,0.000002,0.000000,0.000002,0.876619
brasileirao,correct_score,FT,4_0,164,1,0.039856,0.015949,0.012195,0.027661,0.003754,0.013567,0.012354,0.001213,0.089411
brasileirao,correct_score,FT,4_1,164,1,0.027867,0.016105,0.018293,0.009574,-0.002187,0.018436,0.018113,0.000323,0.017515
brasileirao,correct_score,FT,4_2,164,1,0.010306,0.009172,0.018293,-0.007986,-0.009120,0.018151,0.018096,0.000055,0.003041
brasileirao,correct_score,FT,4_3,164,1,0.002702,0.000606,0,0.002702,0.000606,0.000010,0.000001,0.000009,0.897291
brasileirao,correct_score,FT,4_4,164,1,0.000568,0.000069,0,0.000568,0.000069,0.000001,0.000000,0.000000,0.980823
brasileirao,correct_score,FT,other_away,164,1,0.002223,0.004394,0,0.002223,0.004394,0.000017,0.000056,-0.000039,-2.343473
brasileirao,correct_score,FT,other_draw,164,1,0.000041,0,0,0.000041,0,0.000000,0,0.000000,1
brasileirao,correct_score,FT,other_home,164,1,0.058855,0.018305,0.024390,0.034465,-0.006086,0.028361,0.023969,0.004392,0.154854
brasileirao,correct_score,HT,0_0,164,1,0.350122,0.318559,0.243902,0.106219,0.074657,0.200072,0.194054,0.006017,0.030075
brasileirao,correct_score,HT,0_1,164,1,0.106735,0.133982,0.115854,-0.009119,0.018128,0.103020,0.103243,-0.000223,-0.002169
brasileirao,correct_score,HT,0_2,164,1,0.019032,0.021904,0.036585,-0.017553,-0.014681,0.035286,0.035167,0.000119,0.003366
brasileirao,correct_score,HT,1_0,164,1,0.246468,0.241799,0.280488,-0.034019,-0.038689,0.197570,0.198475,-0.000905,-0.004579
brasileirao,correct_score,HT,1_1,164,1,0.080496,0.104922,0.146341,-0.065845,-0.041419,0.128024,0.125145,0.002879,0.022490
brasileirao,correct_score,HT,1_2,164,1,0.012608,0.023466,0.012195,0.000413,0.011271,0.012058,0.012148,-0.000090,-0.007426
brasileirao,correct_score,HT,2_0,164,1,0.098244,0.070611,0.073171,0.025073,-0.002560,0.070768,0.070422,0.000346,0.004891
brasileirao,correct_score,HT,2_1,164,1,0.028971,0.034490,0.042683,-0.013712,-0.008193,0.040998,0.040840,0.000157,0.003839
brasileirao,correct_score,HT,2_2,164,1,0.004562,0.008120,0.012195,-0.007633,-0.004075,0.012096,0.012076,0.000020,0.001685
brasileirao,correct_score,HT,other,164,1,0.052761,0.038804,0.036585,0.016176,0.002218,0.036953,0.035562,0.001391,0.037652
brasileirao,dnb,2T,away,107,1,0.244388,0.381951,0.411215,-0.166827,-0.029264,0.262899,0.236435,0.026464,0.100662
brasileirao,dnb,2T,home,107,1,0.755612,0.618049,0.588785,0.166827,0.029264,0.262899,0.236435,0.026464,0.100662
brasileirao,dnb,FT,away,120,1,0.218710,0.347644,0.341667,-0.122957,0.005977,0.215427,0.202968,0.012459,0.057836
brasileirao,dnb,FT,home,120,1,0.781290,0.652356,0.658333,0.122957,-0.005977,0.215427,0.202968,0.012459,0.057836
brasileirao,dnb,HT,away,98,1,0.255898,0.365581,0.316327,-0.060429,0.049254,0.194796,0.196360,-0.001564,-0.008030
brasileirao,dnb,HT,home,98,1,0.744102,0.634419,0.683673,0.060429,-0.049254,0.194796,0.196360,-0.001564,-0.008030
brasileirao,dupla,2T,12,164,1,0.668598,0.647493,0.652439,0.016159,-0.004946,0.229622,0.227753,0.001869,0.008139
brasileirao,dupla,2T,1x,164,1,0.841928,0.762221,0.731707,0.110221,0.030514,0.205200,0.195844,0.009356,0.045594
brasileirao,dupla,2T,x2,164,1,0.489474,0.597353,0.615854,-0.126380,-0.018501,0.255306,0.235725,0.019581,0.076694
brasileirao,dupla,FT,12,164,1,0.776481,0.762344,0.731707,0.044773,0.030637,0.204029,0.201798,0.002231,0.010937
brasileirao,dupla,FT,1x,164,1,0.837756,0.763891,0.750000,0.087756,0.013891,0.181685,0.176721,0.004964,0.027323
brasileirao,dupla,FT,x2,164,1,0.385763,0.490387,0.518293,-0.132529,-0.027906,0.262928,0.245781,0.017147,0.065217
brasileirao,dupla,HT,12,164,1,0.564687,0.570806,0.597561,-0.032874,-0.026755,0.245815,0.245284,0.000531,0.002160
brasileirao,dupla,HT,1x,164,1,0.856772,0.803095,0.810976,0.045796,-0.007881,0.147921,0.146388,0.001533,0.010367
brasileirao,dupla,HT,x2,164,1,0.578541,0.620159,0.591463,-0.012922,0.028695,0.236437,0.236994,-0.000557,-0.002356
brasileirao,escanteios_1x2,FT,away,164,1,0.298522,0.342264,0.353659,-0.055136,-0.011394,0.231116,0.227755,0.003361,0.014544
brasileirao,escanteios_1x2,FT,draw,164,1,0.113875,0.081888,0.079268,0.034607,0.002620,0.074128,0.073018,0.001110,0.014972
brasileirao,escanteios_1x2,FT,home,164,1,0.587603,0.576103,0.567073,0.020530,0.009029,0.246703,0.244324,0.002379,0.009644
brasileirao,escanteios_1x2,HT,away,164,1,0.310358,0.316187,0.292683,0.017675,0.023504,0.204616,0.203897,0.000719,0.003512
brasileirao,escanteios_1x2,HT,draw,164,1,0.189668,0.140568,0.134146,0.055521,0.006422,0.119159,0.116209,0.002951,0.024762
brasileirao,escanteios_1x2,HT,home,164,1,0.499975,0.539846,0.573171,-0.073196,-0.033325,0.249757,0.244439,0.005318,0.021293
brasileirao,escanteios,FT,over,3280,1,0.485139,0.468559,0.432317,0.052822,0.036242,0.199534,0.196327,0.003207,0.016073
brasileirao,escanteios,FT,under,3280,1,0.514861,0.531459,0.567683,-0.052822,-0.036224,0.199534,0.196330,0.003204,0.016058
brasileirao,escanteios,HT,over,2460,1,0.444077,0.495856,0.443902,0.000175,0.051954,0.180624,0.183459,-0.002834,-0.015692
brasileirao,escanteios,HT,under,2460,1,0.555923,0.504308,0.556098,-0.000175,-0.051790,0.180624,0.183428,-0.002803,-0.015521
brasileirao,escanteios_exato,FT,eq_0,164,1,0.000035,0,0,0.000035,0,0.000000,0,0.000000,1
brasileirao,escanteios_exato,FT,eq_1,164,1,0.000350,0,0,0.000350,0,0.000000,0,0.000000,1
brasileirao,escanteios_exato,FT,eq_10,164,1,0.121167,0.148238,0.164634,-0.043467,-0.016396,0.139151,0.143449,-0.004298,-0.030884
brasileirao,escanteios_exato,FT,eq_11,164,1,0.115230,0.122359,0.115854,-0.000623,0.006505,0.102705,0.102726,-0.000021,-0.000207
brasileirao,escanteios_exato,FT,eq_12,164,1,0.100874,0.082288,0.073171,0.027703,0.009118,0.068523,0.067876,0.000647,0.009438
brasileirao,escanteios_exato,FT,eq_13,164,1,0.081858,0.080899,0.048780,0.033078,0.032118,0.047460,0.047317,0.000142,0.003002
brasileirao,escanteios_exato,FT,eq_14,164,1,0.061946,0.060133,0.060976,0.000970,-0.000842,0.057409,0.057269,0.000140,0.002436
brasileirao,escanteios_exato,FT,eq_15_plus,164,1,0.116094,0.119223,0.085366,0.030728,0.033857,0.079364,0.079140,0.000224,0.002816
brasileirao,escanteios_exato,FT,eq_2,164,1,0.001769,0.002067,0.012195,-0.010426,-0.010129,0.012152,0.012138,0.000014,0.001174
brasileirao,escanteios_exato,FT,eq_3,164,1,0.005979,0.006928,0,0.005979,0.006928,0.000043,0.000051,-0.000008,-0.185862
brasileirao,escanteios_exato,FT,eq_4,164,1,0.015212,0.007894,0.018293,-0.003080,-0.010398,0.017934,0.017998,-0.000063,-0.003539
brasileirao,escanteios_exato,FT,eq_5,164,1,0.031079,0.027258,0.048780,-0.017702,-0.021523,0.046965,0.046977,-0.000012,-0.000253
brasileirao,escanteios_exato,FT,eq_6,164,1,0.053113,0.040865,0.085366,-0.032253,-0.044501,0.079823,0.080933,-0.001110,-0.013910
brasileirao,escanteios_exato,FT,eq_7,164,1,0.078101,0.070229,0.085366,-0.007265,-0.015137,0.077757,0.078048,-0.000291,-0.003743
brasileirao,escanteios_exato,FT,eq_8,164,1,0.100887,0.102782,0.091463,0.009424,0.011319,0.083237,0.083237,-0.000000,-0.000000
brasileirao,escanteios_exato,FT,eq_9,164,1,0.116306,0.133287,0.109756,0.006550,0.023531,0.098220,0.099737,-0.001517,-0.015447
brasileirao,faltas,FT,over,2296,1,0.726939,0.676464,0.697300,0.029639,-0.020835,0.186185,0.184879,0.001306,0.007016
brasileirao,faltas,FT,under,2296,1,0.273061,0.323390,0.302700,-0.029639,0.020690,0.186185,0.184914,0.001271,0.006824
brasileirao,gols,FT,over,2624,1,0.331234,0.322454,0.336128,-0.004894,-0.013674,0.130757,0.131224,-0.000466,-0.003566
brasileirao,gols,FT,under,2624,1,0.668766,0.677546,0.663872,0.004894,0.013674,0.130757,0.131224,-0.000466,-0.003566
brasileirao,gols,HT,over,1312,1,0.260772,0.284763,0.304878,-0.044106,-0.020115,0.156497,0.155328,0.001169,0.007470
brasileirao,gols,HT,under,1312,1,0.739228,0.715237,0.695122,0.044106,0.020115,0.156497,0.155328,0.001169,0.007470
brasileirao,gols,2T,over,656,1,0.395030,0.354001,0.362805,0.032225,-0.008804,0.163300,0.161943,0.001357,0.008311
brasileirao,gols,2T,under,656,1,0.604970,0.645999,0.637195,-0.032225,0.008804,0.163300,0.161943,0.001357,0.008311
brasileirao,handicap,FT,away_minus_1,164,1,0.385763,0.490387,0.518293,-0.132529,-0.027906,0.262928,0.245781,0.017147,0.065217
brasileirao,handicap,FT,away_minus_2,164,1,0.617769,0.758852,0.750000,-0.132231,0.008852,0.215110,0.189821,0.025290,0.117566
brasileirao,handicap,FT,away_plus_1,164,1,0.055272,0.080706,0.073171,-0.017899,0.007535,0.062171,0.063443,-0.001272,-0.020459
brasileirao,handicap,FT,away_plus_2,164,1,0.014804,0.021290,0.042683,-0.027879,-0.021393,0.039197,0.039499,-0.000302,-0.007695
brasileirao,handicap,FT,draw_minus_1,164,1,0.232006,0.266256,0.231707,0.000298,0.034549,0.174502,0.176711,-0.002210,-0.012662
brasileirao,handicap,FT,draw_minus_2,164,1,0.181550,0.137550,0.164634,0.016916,-0.027085,0.134378,0.132755,0.001623,0.012077
brasileirao,handicap,FT,draw_plus_1,164,1,0.106972,0.148759,0.176829,-0.069857,-0.028070,0.149617,0.145707,0.003910,0.026134
brasileirao,handicap,FT,draw_plus_2,164,1,0.040468,0.059855,0.030488,0.009980,0.029367,0.029680,0.030716,-0.001037,-0.034926
brasileirao,handicap,FT,home_minus_1,164,1,0.382231,0.241148,0.250000,0.132231,-0.008852,0.215110,0.189821,0.025290,0.117566
brasileirao,handicap,FT,home_minus_2,164,1,0.200681,0.104545,0.085366,0.115315,0.019179,0.109411,0.082399,0.027012,0.246889
brasileirao,handicap,FT,home_plus_1,164,1,0.837756,0.763891,0.750000,0.087756,0.013891,0.181685,0.176721,0.004964,0.027323
brasileirao,handicap,FT,home_plus_2,164,1,0.944728,0.919294,0.926829,0.017899,-0.007535,0.062171,0.063443,-0.001272,-0.020459
brasileirao,htft,FULL,1_1,164,1,0.377467,0.307402,0.298780,0.078686,0.008621,0.219678,0.208403,0.011274,0.051323
brasileirao,htft,FULL,1_2,164,1,0.009662,0.014870,0.018293,-0.008630,-0.003423,0.018213,0.018315,-0.000102,-0.005595
brasileirao,htft,FULL,1_x,164,1,0.034330,0.055586,0.091463,-0.057134,-0.035878,0.086910,0.085413,0.001497,0.017229
brasileirao,htft,FULL,2_1,164,1,0.025453,0.025288,0.024390,0.001063,0.000898,0.023871,0.023840,0.000031,0.001295
brasileirao,htft,FULL,2_2,164,1,0.083273,0.121415,0.128049,-0.044775,-0.006634,0.107042,0.105743,0.001299,0.012136
brasileirao,htft,FULL,2_x,164,1,0.034502,0.043199,0.036585,-0.002084,0.006614,0.035762,0.036197,-0.000434,-0.012141
brasileirao,htft,FULL,x_1,164,1,0.215197,0.173860,0.158537,0.056660,0.015323,0.133494,0.131231,0.002263,0.016955
brasileirao,htft,FULL,x_2,164,1,0.071889,0.098899,0.103659,-0.031769,-0.004759,0.091761,0.090253,0.001508,0.016433
brasileirao,htft,FULL,x_x,164,1,0.148227,0.149696,0.140244,0.007983,0.009452,0.122081,0.122196,-0.000116,-0.000947
brasileirao,impedimentos,FT,over,1640,1,0.400079,0.391977,0.418902,-0.018824,-0.026925,0.203960,0.202626,0.001334,0.006541
brasileirao,impedimentos,FT,under,1640,1,0.599921,0.607004,0.581098,0.018824,0.025906,0.203960,0.202685,0.001275,0.006253
brasileirao,marca,FT,away_nao,164,1,0.462767,0.370556,0.310976,0.151791,0.059580,0.228706,0.214483,0.014223,0.062188
brasileirao,marca,FT,away_sim,164,1,0.537233,0.629444,0.689024,-0.151791,-0.059580,0.228706,0.214483,0.014223,0.062188
brasileirao,marca,FT,home_nao,164,1,0.171851,0.198122,0.170732,0.001120,0.027391,0.145101,0.147670,-0.002569,-0.017702
brasileirao,marca,FT,home_sim,164,1,0.828149,0.801878,0.829268,-0.001120,-0.027391,0.145101,0.147670,-0.002569,-0.017702
brasileirao,margem,FT,away_1,164,1,0.106972,0.148759,0.176829,-0.069857,-0.028070,0.149617,0.145707,0.003910,0.026134
brasileirao,margem,FT,away_2,164,1,0.040468,0.059855,0.030488,0.009980,0.029367,0.029680,0.030716,-0.001037,-0.034926
brasileirao,margem,FT,away_3,164,1,0.011416,0.016376,0.024390,-0.012975,-0.008015,0.023048,0.023316,-0.000269,-0.011664
brasileirao,margem,FT,away_4_plus,164,1,0.003388,0.006888,0.018293,-0.014904,-0.011405,0.017886,0.017749,0.000137,0.007653
brasileirao,margem,FT,draw,164,1,0.223519,0.237656,0.268293,-0.044773,-0.030637,0.204029,0.201798,0.002231,0.010937
brasileirao,margem,FT,home_1,164,1,0.232006,0.266256,0.231707,0.000298,0.034549,0.174502,0.176711,-0.002210,-0.012662
brasileirao,margem,FT,home_2,164,1,0.181550,0.137550,0.164634,0.016916,-0.027085,0.134378,0.132755,0.001623,0.012077
brasileirao,margem,FT,home_3,164,1,0.108340,0.072123,0.054878,0.053462,0.017245,0.058305,0.053743,0.004562,0.078243
brasileirao,margem,FT,home_4_plus,164,1,0.092340,0.029469,0.030488,0.061853,-0.001019,0.038746,0.029977,0.008769,0.226326
brasileirao-b,asian_total,FT,over,139,1,0.461986,0.469813,0.424460,0.037526,0.045353,0.208858,0.207838,0.001019,0.004881
brasileirao-b,asian_total,FT,under,139,1,0.538014,0.530187,0.575540,-0.037526,-0.045353,0.208858,0.207838,0.001019,0.004881
brasileirao-b,asian_total,HT,over,65,1,0.391887,0.371798,0.276923,0.114964,0.094875,0.213354,0.202815,0.010540,0.049400
brasileirao-b,asian_total,HT,under,65,1,0.608113,0.628202,0.723077,-0.114964,-0.094875,0.213354,0.202815,0.010540,0.049400
brasileirao-b,cartoes,FT,over,450,1,0.493471,0.550083,0.593333,-0.099863,-0.043250,0.172454,0.162009,0.010445,0.060565
brasileirao-b,cartoes,FT,under,450,1,0.506529,0.449666,0.406667,0.099863,0.042999,0.172454,0.161788,0.010665,0.061843
brasileirao-b,cartoes,HT,over,240,1,0.316064,0.409092,0.466667,-0.150603,-0.057575,0.225328,0.204461,0.020867,0.092608
brasileirao-b,cartoes,HT,under,240,1,0.683936,0.592163,0.533333,0.150603,0.058830,0.225328,0.204898,0.020430,0.090668
brasileirao-b,chutes_alvo,FT,over,510,1,0.636989,0.549917,0.539216,0.097773,0.010701,0.223937,0.214158,0.009779,0.043669
brasileirao-b,chutes_alvo,FT,under,510,1,0.363011,0.451926,0.460784,-0.097773,-0.008858,0.223937,0.214216,0.009720,0.043407
brasileirao-b,chutes_alvo,HT,over,270,1,0.524588,0.512134,0.544444,-0.019856,-0.032311,0.238250,0.235197,0.003053,0.012816
brasileirao-b,chutes_alvo,HT,under,270,1,0.475412,0.492018,0.455556,0.019856,0.036462,0.238250,0.241179,-0.002929,-0.012294
brasileirao-b,chutes,FT,over,930,1,0.629466,0.620564,0.497849,0.131617,0.122715,0.186420,0.179695,0.006725,0.036075
brasileirao-b,chutes,FT,under,930,1,0.370534,0.379795,0.502151,-0.131617,-0.122355,0.186420,0.179591,0.006829,0.036635
brasileirao-b,chutes,HT,over,390,1,0.788820,0.757626,0.707692,0.081128,0.049934,0.153232,0.149640,0.003592,0.023439
brasileirao-b,chutes,HT,under,390,1,0.211180,0.242403,0.292308,-0.081128,-0.049905,0.153232,0.149644,0.003588,0.023413
brasileirao-b,escanteios,FT,over,600,1,0.429415,0.387099,0.385000,0.044415,0.002099,0.206269,0.196693,0.009576,0.046424
brasileirao-b,escanteios,FT,under,600,1,0.570585,0.612272,0.615000,-0.044415,-0.002728,0.206269,0.196977,0.009292,0.045049
brasileirao-b,escanteios,HT,over,450,1,0.398107,0.418963,0.437778,-0.039671,-0.018815,0.193996,0.190728,0.003268,0.016846
brasileirao-b,escanteios,HT,under,450,1,0.601893,0.580723,0.562222,0.039671,0.018501,0.193996,0.190305,0.003690,0.019023
brasileirao-b,faltas,FT,over,420,1,0.630509,0.625966,0.604762,0.025747,0.021204,0.168261,0.165447,0.002813,0.016720
brasileirao-b,faltas,FT,under,420,1,0.369491,0.374103,0.395238,-0.025747,-0.021135,0.168261,0.165380,0.002881,0.017122
