liga,family,period,direction,n,coverage,mean_pred_raw,mean_pred_cal,base_rate,gap_raw,gap_cal,brier_raw,brier_cal,delta_brier,delta_brier_rel
primeira-liga,btts_algum_tempo,FULL,sim,198,1,0.322516,0.381809,0.383838,-0.061322,-0.002030,0.266653,0.243387,0.023265,0.087249
primeira-liga,btts_ambos_tempos,FULL,nao,198,1,0.964150,0.953632,0.944444,0.019706,0.009188,0.055196,0.053298,0.001898,0.034386
primeira-liga,btts_ambos_tempos,FULL,sim,198,1,0.035850,0.046694,0.055556,-0.019706,-0.008861,0.055196,0.053319,0.001877,0.034008
primeira-liga,btts,FT,nao,198,1,0.597220,0.491875,0.505051,0.092170,-0.013176,0.290161,0.257481,0.032679,0.112624
primeira-liga,btts,FT,sim,198,1,0.402780,0.508125,0.494949,-0.092170,0.013176,0.290161,0.257481,0.032679,0.112624
primeira-liga,btts,HT,nao,198,1,0.869203,0.811685,0.818182,0.051021,-0.006497,0.157048,0.150492,0.006556,0.041745
primeira-liga,btts,HT,sim,198,1,0.130797,0.188315,0.181818,-0.051021,0.006497,0.157048,0.150492,0.006556,0.041745
primeira-liga,cartoes_1x2,FT,away,198,1,0.418755,0.437929,0.409091,0.009664,0.028838,0.258725,0.246880,0.011845,0.045783
primeira-liga,cartoes_1x2,FT,draw,198,1,0.178802,0.193669,0.207071,-0.028269,-0.013402,0.165575,0.164983,0.000593,0.003579
primeira-liga,cartoes_1x2,FT,home,198,1,0.402444,0.355642,0.383838,0.018605,-0.028197,0.245004,0.238982,0.006022,0.024578
primeira-liga,cartoes,FT,over,2970,1,0.567527,0.610459,0.564310,0.003217,0.046150,0.183977,0.185750,-0.001773,-0.009638
primeira-liga,cartoes,FT,under,2970,1,0.432473,0.389202,0.435690,-0.003217,-0.046488,0.183977,0.185798,-0.001821,-0.009898
primeira-liga,cartoes,HT,over,1584,1,0.359883,0.438871,0.377525,-0.017642,0.061346,0.190720,0.194271,-0.003551,-0.018620
primeira-liga,cartoes,HT,under,1584,1,0.640117,0.561047,0.622475,0.017642,-0.061428,0.190720,0.194215,-0.003495,-0.018326
primeira-liga,chutes_alvo,FT,over,3366,1,0.589931,0.578657,0.587641,0.002290,-0.008984,0.192964,0.192374,0.000590,0.003060
primeira-liga,chutes_alvo,FT,under,3366,1,0.410069,0.421407,0.412359,-0.002290,0.009048,0.192964,0.192383,0.000581,0.003011
primeira-liga,chutes_alvo,HT,over,1782,1,0.491416,0.548954,0.555556,-0.064140,-0.006601,0.209561,0.204978,0.004583,0.021867
primeira-liga,chutes_alvo,HT,under,1782,1,0.508584,0.450454,0.444444,0.064140,0.006010,0.209561,0.204974,0.004586,0.021884
primeira-liga,chutes,FT,over,6138,1,0.578866,0.578203,0.559791,0.019074,0.018411,0.168282,0.163116,0.005166,0.030699
primeira-liga,chutes,FT,under,6138,1,0.421134,0.421898,0.440209,-0.019074,-0.018311,0.168282,0.163114,0.005169,0.030715
primeira-liga,chutes,HT,over,2574,1,0.791252,0.748964,0.735043,0.056210,0.013921,0.164583,0.160888,0.003695,0.022448
primeira-liga,chutes,HT,under,2574,1,0.208748,0.251300,0.264957,-0.056210,-0.013657,0.164583,0.160844,0.003739,0.022716
primeira-liga,correct_score,FT,0_0,198,1,0.090882,0.070334,0.070707,0.020175,-0.000373,0.071194,0.066099,0.005095,0.071565
primeira-liga,correct_score,FT,0_1,198,1,0.080418,0.084068,0.095960,-0.015541,-0.011891,0.088358,0.086399,0.001959,0.022169
primeira-liga,correct_score,FT,0_2,198,1,0.053670,0.057334,0.035354,0.018316,0.021980,0.034999,0.034794,0.000205,0.005860
primeira-liga,correct_score,FT,0_3,198,1,0.027930,0.035341,0.015152,0.012778,0.020189,0.015173,0.015123,0.000050,0.003283
primeira-liga,correct_score,FT,0_4,198,1,0.012765,0.015152,0.015152,-0.002386,0.000000,0.014626,0.014528,0.000098,0.006672
primeira-liga,correct_score,FT,1_0,198,1,0.098378,0.096929,0.111111,-0.012733,-0.014182,0.101222,0.098896,0.002326,0.022981
primeira-liga,correct_score,FT,1_1,198,1,0.089620,0.117294,0.085859,0.003761,0.031435,0.077029,0.077930,-0.000901,-0.011696
primeira-liga,correct_score,FT,1_2,198,1,0.046379,0.073440,0.090909,-0.044531,-0.017469,0.082992,0.081430,0.001562,0.018825
primeira-liga,correct_score,FT,1_3,198,1,0.020911,0.029886,0.010101,0.010810,0.019785,0.010354,0.011518,-0.001164,-0.112400
primeira-liga,correct_score,FT,1_4,198,1,0.008477,0.011970,0.015152,-0.006674,-0.003181,0.014538,0.014496,0.000042,0.002921
primeira-liga,correct_score,FT,2_0,198,1,0.083802,0.061307,0.045455,0.038347,0.015853,0.045178,0.043567,0.001611,0.035657
primeira-liga,correct_score,FT,2_1,198,1,0.060674,0.076165,0.060606,0.000068,0.015559,0.057393,0.057408,-0.000015,-0.000253
primeira-liga,correct_score,FT,2_2,198,1,0.029186,0.046540,0.095960,-0.066773,-0.049419,0.092933,0.090084,0.002849,0.030659
primeira-liga,correct_score,FT,2_3,198,1,0.011731,0.016938,0.005051,0.006680,0.011887,0.005291,0.005382,-0.000091,-0.017257
primeira-liga,correct_score,FT,2_4,198,1,0.004281,0.005755,0.005051,-0.000769,0.000704,0.005079,0.005104,-0.000024,-0.004817
primeira-liga,correct_score,FT,3_0,198,1,0.058257,0.042805,0.055556,0.002701,-0.012750,0.050983,0.053475,-0.002492,-0.048886
primeira-liga,correct_score,FT,3_1,198,1,0.037099,0.031777,0.055556,-0.018457,-0.023779,0.052849,0.053004,-0.000155,-0.002940
primeira-liga,correct_score,FT,3_2,198,1,0.015995,0.019124,0.025253,-0.009257,-0.006129,0.024190,0.024422,-0.000233,-0.009624
primeira-liga,correct_score,FT,3_3,198,1,0.005832,0.006812,0.020202,-0.014370,-0.013390,0.020036,0.019965,0.000071,0.003553
primeira-liga,correct_score,FT,3_4,198,1,0.001946,0.002298,0,0.001946,0.002298,0.000013,0.000009,0.000004,0.334574
primeira-liga,correct_score,FT,4_0,198,1,0.036689,0.017338,0.035354,0.001336,-0.018016,0.034146,0.033995,0.000151,0.004418
primeira-liga,correct_score,FT,4_1,198,1,0.020727,0.012813,0.010101,0.010626,0.002712,0.010133,0.009954,0.000179,0.017643
primeira-liga,correct_score,FT,4_2,198,1,0.008036,0.007963,0.010101,-0.002065,-0.002138,0.010165,0.010085,0.000080,0.007879
primeira-liga,correct_score,FT,4_3,198,1,0.002676,0.003536,0,0.002676,0.003536,0.000020,0.000022,-0.000002,-0.096303
primeira-liga,correct_score,FT,4_4,198,1,0.000824,0.000743,0,0.000824,0.000743,0.000003,0.000001,0.000002,0.694169
primeira-liga,correct_score,FT,other_away,198,1,0.016098,0.017163,0.005051,0.011048,0.012112,0.006245,0.005801,0.000444,0.071024
primeira-liga,correct_score,FT,other_draw,198,1,0.000098,0,0,0.000098,0,0.000000,0,0.000000,1
primeira-liga,correct_score,FT,other_home,198,1,0.076620,0.025265,0.025253,0.051367,0.000013,0.034645,0.023771,0.010874,0.313865
primeira-liga,correct_score,HT,0_0,198,1,0.351635,0.296250,0.338384,0.013251,-0.042134,0.240185,0.231057,0.009128,0.038002
primeira-liga,correct_score,HT,0_1,198,1,0.140601,0.177567,0.146465,-0.005864,0.031103,0.121251,0.122817,-0.001566,-0.012915
primeira-liga,correct_score,HT,0_2,198,1,0.039639,0.055136,0.055556,-0.015917,-0.000420,0.050990,0.050401,0.000589,0.011553
primeira-liga,correct_score,HT,1_0,198,1,0.199927,0.182505,0.176768,0.023159,0.005737,0.139075,0.139474,-0.000399,-0.002866
primeira-liga,correct_score,HT,1_1,198,1,0.071486,0.103088,0.095960,-0.024474,0.007128,0.088254,0.086962,0.001293,0.014648
primeira-liga,correct_score,HT,1_2,198,1,0.015569,0.027001,0.025253,-0.009683,0.001749,0.024808,0.024699,0.000109,0.004402
primeira-liga,correct_score,HT,2_0,198,1,0.083695,0.068179,0.060606,0.023089,0.007573,0.057564,0.056102,0.001461,0.025384
primeira-liga,correct_score,HT,2_1,198,1,0.023378,0.030083,0.030303,-0.006925,-0.000220,0.029764,0.029767,-0.000003,-0.000091
primeira-liga,correct_score,HT,2_2,198,1,0.004569,0.008413,0.020202,-0.015633,-0.011789,0.019908,0.019859,0.000049,0.002463
primeira-liga,correct_score,HT,other,198,1,0.069501,0.054352,0.050505,0.018996,0.003847,0.043053,0.045098,-0.002045,-0.047493
primeira-liga,dnb,2T,away,131,1,0.392777,0.472723,0.389313,0.003464,0.083410,0.225199,0.219772,0.005427,0.024098
primeira-liga,dnb,2T,home,131,1,0.607223,0.528272,0.610687,-0.003464,-0.082415,0.225199,0.219610,0.005589,0.024818
primeira-liga,dnb,FT,away,144,1,0.369860,0.448920,0.402778,-0.032918,0.046142,0.191432,0.187373,0.004059,0.021203
primeira-liga,dnb,FT,home,144,1,0.630140,0.551080,0.597222,0.032918,-0.046142,0.191432,0.187373,0.004059,0.021203
primeira-liga,dnb,HT,away,108,1,0.385432,0.466616,0.425926,-0.040494,0.040690,0.188156,0.185317,0.002839,0.015088
primeira-liga,dnb,HT,home,108,1,0.614568,0.533384,0.574074,0.040494,-0.040690,0.188156,0.185317,0.002839,0.015088
primeira-liga,dupla,2T,12,198,1,0.676096,0.670423,0.661616,0.014479,0.008807,0.231854,0.226680,0.005174,0.022315
primeira-liga,dupla,2T,1x,198,1,0.751746,0.693769,0.742424,0.009321,-0.048656,0.179747,0.178658,0.001089,0.006058
primeira-liga,dupla,2T,x2,198,1,0.572159,0.636511,0.595960,-0.023801,0.040551,0.245419,0.233829,0.011590,0.047227
primeira-liga,dupla,FT,12,198,1,0.783558,0.753756,0.727273,0.056285,0.026483,0.192112,0.190596,0.001515,0.007888
primeira-liga,dupla,FT,1x,198,1,0.715395,0.644826,0.707071,0.008324,-0.062245,0.181177,0.183059,-0.001882,-0.010385
primeira-liga,dupla,FT,x2,198,1,0.501047,0.577638,0.565657,-0.064609,0.011981,0.215364,0.202455,0.012909,0.059941
primeira-liga,dupla,HT,12,198,1,0.572130,0.592344,0.545455,0.026675,0.046890,0.253312,0.250545,0.002767,0.010923
primeira-liga,dupla,HT,1x,198,1,0.788536,0.713823,0.767677,0.020860,-0.053854,0.164781,0.167416,-0.002635,-0.015992
primeira-liga,dupla,HT,x2,198,1,0.639334,0.676582,0.686869,-0.047535,-0.010286,0.195306,0.191010,0.004296,0.021995
primeira-liga,escanteios_1x2,FT,away,198,1,0.420944,0.437856,0.424242,-0.003299,0.013614,0.225875,0.223162,0.002713,0.012009
primeira-liga,escanteios_1x2,FT,draw,198,1,0.123441,0.101217,0.085859,0.037582,0.015358,0.079342,0.079861,-0.000519,-0.006541
primeira-liga,escanteios_1x2,FT,home,198,1,0.455615,0.470184,0.489899,-0.034284,-0.019715,0.230581,0.225726,0.004856,0.021058
primeira-liga,escanteios_1x2,HT,away,198,1,0.385406,0.412112,0.459596,-0.074190,-0.047484,0.239171,0.235524,0.003647,0.015249
primeira-liga,escanteios_1x2,HT,draw,198,1,0.206687,0.155855,0.106061,0.100626,0.049795,0.105186,0.099028,0.006158,0.058541
primeira-liga,escanteios_1x2,HT,home,198,1,0.407908,0.433964,0.434343,-0.026436,-0.000379,0.225300,0.221380,0.003919,0.017396
primeira-liga,escanteios,FT,over,3960,1,0.379255,0.376021,0.416919,-0.037664,-0.040898,0.208820,0.204450,0.004370,0.020926
primeira-liga,escanteios,FT,under,3960,1,0.620745,0.623454,0.583081,0.037664,0.040373,0.208820,0.204380,0.004440,0.021260
primeira-liga,escanteios,HT,over,2970,1,0.378189,0.428177,0.448822,-0.070633,-0.020645,0.196970,0.191191,0.005779,0.029341
primeira-liga,escanteios,HT,under,2970,1,0.621811,0.571444,0.551178,0.070633,0.020265,0.196970,0.191133,0.005837,0.029634
primeira-liga,escanteios_exato,FT,eq_0,198,1,0.000284,0,0,0.000284,0,0.000000,0,0.000000,1
primeira-liga,escanteios_exato,FT,eq_1,198,1,0.002084,0.000547,0,0.002084,0.000547,0.000014,0.000000,0.000013,0.972322
primeira-liga,escanteios_exato,FT,eq_10,198,1,0.106702,0.110828,0.141414,-0.034712,-0.030586,0.123262,0.122471,0.000791,0.006418
primeira-liga,escanteios_exato,FT,eq_11,198,1,0.089967,0.104486,0.116162,-0.026195,-0.011676,0.104511,0.103477,0.001034,0.009898
primeira-liga,escanteios_exato,FT,eq_12,198,1,0.071147,0.071842,0.050505,0.020642,0.021337,0.047814,0.048125,-0.000312,-0.006516
primeira-liga,escanteios_exato,FT,eq_13,198,1,0.053167,0.061534,0.085859,-0.032692,-0.024325,0.082362,0.080431,0.001931,0.023444
primeira-liga,escanteios_exato,FT,eq_14,198,1,0.037782,0.040190,0.055556,-0.017774,-0.015365,0.053707,0.052962,0.000744,0.013861
primeira-liga,escanteios_exato,FT,eq_15_plus,198,1,0.067602,0.079706,0.070707,-0.003105,0.008998,0.069870,0.067175,0.002695,0.038577
primeira-liga,escanteios_exato,FT,eq_2,198,1,0.007859,0.007009,0.005051,0.002808,0.001958,0.005173,0.005109,0.000064,0.012387
primeira-liga,escanteios_exato,FT,eq_3,198,1,0.020278,0.014534,0,0.020278,0.014534,0.000755,0.000303,0.000452,0.598122
primeira-liga,escanteios_exato,FT,eq_4,198,1,0.040233,0.033069,0.035354,0.004879,-0.002285,0.035110,0.034661,0.000449,0.012784
primeira-liga,escanteios_exato,FT,eq_5,198,1,0.065385,0.054408,0.075758,-0.010373,-0.021350,0.070211,0.071090,-0.000878,-0.012511
primeira-liga,escanteios_exato,FT,eq_6,198,1,0.090580,0.084346,0.095960,-0.005379,-0.011613,0.086594,0.088016,-0.001422,-0.016425
primeira-liga,escanteios_exato,FT,eq_7,198,1,0.109949,0.108582,0.075758,0.034191,0.032825,0.072891,0.071833,0.001058,0.014511
primeira-liga,escanteios_exato,FT,eq_8,198,1,0.119333,0.109124,0.070707,0.048626,0.038417,0.068797,0.067105,0.001691,0.024586
primeira-liga,escanteios_exato,FT,eq_9,198,1,0.117648,0.118114,0.121212,-0.003564,-0.003098,0.106574,0.106374,0.000200,0.001875
primeira-liga,faltas,FT,over,2772,1,0.738674,0.710091,0.704185,0.034489,0.005906,0.175614,0.173644,0.001970,0.011215
primeira-liga,faltas,FT,under,2772,1,0.261326,0.289955,0.295815,-0.034489,-0.005860,0.175614,0.173652,0.001961,0.011169
primeira-liga,gols,FT,over,3168,1,0.337402,0.332187,0.336174,0.001228,-0.003988,0.143677,0.142677,0.001000,0.006959
primeira-liga,gols,FT,under,3168,1,0.662598,0.667813,0.663826,-0.001228,0.003988,0.143677,0.142677,0.001000,0.006959
primeira-liga,gols,HT,over,1584,1,0.265964,0.292485,0.284091,-0.018127,0.008395,0.164661,0.163824,0.000837,0.005084
primeira-liga,gols,HT,under,1584,1,0.734036,0.707515,0.715909,0.018127,-0.008395,0.164661,0.163824,0.000837,0.005084
primeira-liga,gols,2T,over,792,1,0.403664,0.366651,0.383838,0.019825,-0.017187,0.172683,0.172423,0.000261,0.001510
primeira-liga,gols,2T,under,792,1,0.596336,0.633349,0.616162,-0.019825,0.017187,0.172683,0.172423,0.000261,0.001510
primeira-liga,handicap,FT,away_minus_1,198,1,0.501047,0.577638,0.565657,-0.064609,0.011981,0.215364,0.202455,0.012909,0.059941
primeira-liga,handicap,FT,away_minus_2,198,1,0.679130,0.779358,0.762626,-0.083496,0.016731,0.168107,0.149003,0.019104,0.113644
primeira-liga,handicap,FT,away_plus_1,198,1,0.143865,0.171542,0.101010,0.042854,0.070532,0.091844,0.089593,0.002251,0.024506
primeira-liga,handicap,FT,away_plus_2,198,1,0.064316,0.076060,0.050505,0.013811,0.025555,0.046834,0.044218,0.002616,0.055864
primeira-liga,handicap,FT,draw_minus_1,198,1,0.178083,0.197835,0.196970,-0.018886,0.000865,0.158105,0.158337,-0.000233,-0.001472
primeira-liga,handicap,FT,draw_minus_2,198,1,0.130218,0.106624,0.111111,0.019107,-0.004487,0.098115,0.097231,0.000884,0.009007
primeira-liga,handicap,FT,draw_plus_1,198,1,0.140740,0.181893,0.191919,-0.051179,-0.010027,0.151453,0.149767,0.001686,0.011130
primeira-liga,handicap,FT,draw_plus_2,198,1,0.079549,0.105662,0.050505,0.029043,0.055157,0.050351,0.054668,-0.004317,-0.085728
primeira-liga,handicap,FT,home_minus_1,198,1,0.320870,0.221244,0.237374,0.083496,-0.016130,0.168107,0.149056,0.019051,0.113324
primeira-liga,handicap,FT,home_minus_2,198,1,0.190652,0.100564,0.126263,0.064389,-0.025699,0.108986,0.095506,0.013480,0.123687
primeira-liga,handicap,FT,home_plus_1,198,1,0.715395,0.644826,0.707071,0.008324,-0.062245,0.181177,0.183059,-0.001882,-0.010385
primeira-liga,handicap,FT,home_plus_2,198,1,0.856135,0.828461,0.898990,-0.042854,-0.070528,0.091844,0.089593,0.002251,0.024507
primeira-liga,htft,FULL,1_1,198,1,0.317826,0.253959,0.247475,0.070351,0.006485,0.164809,0.157154,0.007656,0.046453
primeira-liga,htft,FULL,1_2,198,1,0.012631,0.019445,0.010101,0.002530,0.009344,0.010012,0.010100,-0.000089,-0.008851
primeira-liga,htft,FULL,1_x,198,1,0.030209,0.048956,0.055556,-0.025346,-0.006599,0.053197,0.052468,0.000728,0.013688
primeira-liga,htft,FULL,2_1,198,1,0.018813,0.024094,0.035354,-0.016541,-0.011259,0.034382,0.034179,0.000203,0.005911
primeira-liga,htft,FULL,2_2,198,1,0.162392,0.211532,0.151515,0.010876,0.060017,0.117233,0.120519,-0.003286,-0.028032
primeira-liga,htft,FULL,2_x,198,1,0.030259,0.046166,0.045455,-0.015195,0.000711,0.043385,0.043356,0.000028,0.000655
primeira-liga,htft,FULL,x_1,198,1,0.165317,0.130829,0.151515,0.013802,-0.020686,0.130899,0.129976,0.000923,0.007048
primeira-liga,htft,FULL,x_2,198,1,0.112158,0.120735,0.131313,-0.019155,-0.010578,0.112304,0.111729,0.000575,0.005120
primeira-liga,htft,FULL,x_x,198,1,0.150394,0.148774,0.171717,-0.021323,-0.022943,0.143904,0.141521,0.002383,0.016562
primeira-liga,impedimentos,FT,over,1980,1,0.399201,0.392176,0.387374,0.011827,0.004802,0.206796,0.202635,0.004161,0.020120
primeira-liga,impedimentos,FT,under,1980,1,0.600799,0.607203,0.612626,-0.011827,-0.005424,0.206796,0.202617,0.004179,0.020209
primeira-liga,marca,FT,away_nao,198,1,0.414425,0.302147,0.338384,0.076041,-0.036237,0.224150,0.212456,0.011694,0.052170
primeira-liga,marca,FT,away_sim,198,1,0.585575,0.697853,0.661616,-0.076041,0.036237,0.224150,0.212456,0.011694,0.052170
primeira-liga,marca,FT,home_nao,198,1,0.273678,0.254722,0.237374,0.036304,0.017348,0.200139,0.180250,0.019889,0.099376
primeira-liga,marca,FT,home_sim,198,1,0.726322,0.745278,0.762626,-0.036304,-0.017348,0.200139,0.180250,0.019889,0.099376
primeira-liga,margem,FT,away_1,198,1,0.140740,0.181893,0.191919,-0.051179,-0.010027,0.151453,0.149767,0.001686,0.011130
primeira-liga,margem,FT,away_2,198,1,0.079549,0.105662,0.050505,0.029043,0.055157,0.050351,0.054668,-0.004317,-0.085728
primeira-liga,margem,FT,away_3,198,1,0.038071,0.048219,0.030303,0.007768,0.017916,0.027782,0.028271,-0.000489,-0.017610
primeira-liga,margem,FT,away_4_plus,198,1,0.026245,0.030000,0.020202,0.006043,0.009798,0.020702,0.019694,0.001008,0.048679
primeira-liga,margem,FT,draw,198,1,0.216442,0.246244,0.272727,-0.056285,-0.026483,0.192112,0.190596,0.001515,0.007888
primeira-liga,margem,FT,home_1,198,1,0.178083,0.197835,0.196970,-0.018886,0.000865,0.158105,0.158337,-0.000233,-0.001472
primeira-liga,margem,FT,home_2,198,1,0.130218,0.106624,0.111111,0.019107,-0.004487,0.098115,0.097231,0.000884,0.009007
primeira-liga,margem,FT,home_3,198,1,0.083274,0.058005,0.065657,0.017617,-0.007651,0.059845,0.060046,-0.000201,-0.003362
primeira-liga,margem,FT,home_4_plus,198,1,0.107378,0.040076,0.060606,0.046772,-0.020530,0.068802,0.054710,0.014092,0.204814
bundesliga,dnb,HT,away,121,1,0.309735,0.411830,0.396694,-0.086960,0.015136,0.226817,0.218482,0.008335,0.036746
bundesliga,dnb,HT,home,121,1,0.690265,0.588170,0.603306,0.086960,-0.015136,0.226817,0.218482,0.008335,0.036746
premier-league,1x2,2T,away,239,1,0.206421,0.285518,0.305439,-0.099019,-0.019921,0.232975,0.218970,0.014005,0.060113
premier-league,1x2,2T,draw,239,1,0.320487,0.337562,0.389121,-0.068634,-0.051559,0.243479,0.240421,0.003058,0.012560
premier-league,1x2,2T,home,239,1,0.473092,0.376387,0.305439,0.167653,0.070948,0.250235,0.218696,0.031539,0.126037
premier-league,1x2,FT,away,239,1,0.219919,0.302075,0.322176,-0.102257,-0.020100,0.217316,0.206150,0.011165,0.051379
premier-league,1x2,FT,draw,239,1,0.220077,0.254577,0.305439,-0.085362,-0.050862,0.219614,0.214650,0.004964,0.022601
premier-league,1x2,FT,home,239,1,0.560004,0.443421,0.372385,0.187619,0.071036,0.254289,0.222644,0.031646,0.124447
premier-league,1x2,HT,away,239,1,0.184704,0.255813,0.242678,-0.057974,0.013135,0.180427,0.178740,0.001687,0.009349
premier-league,1x2,HT,draw,239,1,0.418738,0.403410,0.418410,0.000328,-0.015000,0.238262,0.241007,-0.002745,-0.011520
premier-league,1x2,HT,home,239,1,0.396558,0.342555,0.338912,0.057646,0.003643,0.206415,0.206295,0.000120,0.000582
premier-league,asian_handicap,FT,away_minus_0_5,239,1,0.439996,0.556579,0.627615,-0.187619,-0.071036,0.254289,0.222644,0.031646,0.124447
premier-league,asian_handicap,FT,away_minus_1_5,239,1,0.652941,0.778274,0.794979,-0.142038,-0.016705,0.184343,0.157614,0.026730,0.144999
premier-league,asian_handicap,FT,away_minus_2,214,1,0.821565,0.889144,0.887850,-0.066285,0.001294,0.108308,0.098457,0.009852,0.090958
premier-league,asian_handicap,FT,away_plus_0_5,239,1,0.219919,0.302075,0.322176,-0.102257,-0.020100,0.217316,0.206150,0.011165,0.051379
premier-league,asian_handicap,FT,away_plus_1,188,1,0.209973,0.159903,0.138298,0.071676,0.021605,0.120008,0.114621,0.005387,0.044892
premier-league,asian_handicap,FT,away_plus_1_5,239,1,0.093194,0.136745,0.108787,-0.015592,0.027958,0.095664,0.096096,-0.000432,-0.004514
premier-league,asian_handicap,FT,away_plus_2,222,1,0.090980,0.059726,0.040541,0.050440,0.019185,0.043516,0.039141,0.004375,0.100544
premier-league,asian_handicap,FT,home_minus_0_5,239,1,0.560004,0.443421,0.372385,0.187619,0.071036,0.254289,0.222644,0.031646,0.124447
premier-league,asian_handicap,FT,home_minus_1_5,239,1,0.347059,0.221726,0.205021,0.142038,0.016705,0.184343,0.157614,0.026730,0.144999
premier-league,asian_handicap,FT,home_minus_2,214,1,0.178435,0.110856,0.112150,0.066285,-0.001294,0.108308,0.098457,0.009852,0.090958
premier-league,asian_handicap,FT,home_plus_0_5,239,1,0.780081,0.697901,0.677824,0.102257,0.020077,0.217316,0.206155,0.011161,0.051358
premier-league,asian_handicap,FT,home_plus_1,188,1,0.790027,0.840098,0.861702,-0.071676,-0.021605,0.120008,0.114621,0.005387,0.044892
premier-league,asian_handicap,FT,home_plus_1_5,239,1,0.906806,0.863256,0.891213,0.015592,-0.027958,0.095664,0.096096,-0.000432,-0.004514
premier-league,asian_handicap,FT,home_plus_2,222,1,0.909020,0.940274,0.959459,-0.050440,-0.019185,0.043516,0.039141,0.004375,0.100544
premier-league,asian_total,FT,over,1133,1,0.559045,0.589604,0.545455,0.013590,0.044150,0.203047,0.204575,-0.001528,-0.007527
