liga,family,period,direction,n,coverage,brier_raw,brier_cal,delta_brier,delta_brier_rel,log_loss_raw,log_loss_cal,delta_log_loss,gap_raw,gap_cal
premier-league,dnb,FT,home,1310,1.0000,0.220665,0.204699,-0.015965,-0.072350,0.658401,0.595614,-0.062787,-0.112592,-0.003272
premier-league,dnb,FT,away,1310,1.0000,0.220665,0.204699,-0.015965,-0.072350,0.658401,0.595614,-0.062787,0.112592,0.003272
premier-league,marca,FT,away_nao,1712,1.0000,0.211375,0.195463,-0.015912,-0.075278,0.618593,0.577130,-0.041462,-0.106692,-0.017835
premier-league,marca,FT,away_sim,1712,1.0000,0.211375,0.195463,-0.015912,-0.075278,0.618593,0.577130,-0.041462,0.106692,0.017835
serie-b-italia,dnb,HT,home,157,1.0000,0.241736,0.226045,-0.015691,-0.064910,0.693703,0.643549,-0.050154,-0.121228,-0.016616
serie-b-italia,dnb,HT,away,157,1.0000,0.241736,0.226045,-0.015691,-0.064910,0.693703,0.643549,-0.050154,0.121228,0.016616
brasileirao-b,asian_handicap,FT,away_minus_1,229,1.0000,0.202124,0.186809,-0.015315,-0.075770,0.593706,0.558911,-0.034795,0.119160,0.064130
brasileirao-b,asian_handicap,FT,home_minus_1,229,1.0000,0.202124,0.186809,-0.015315,-0.075770,0.593706,0.558911,-0.034795,-0.119160,-0.064130
la-liga,dnb,FT,home,1268,1.0000,0.215101,0.199873,-0.015228,-0.070794,0.628199,0.584350,-0.043849,-0.118393,0.000744
la-liga,dnb,FT,away,1268,1.0000,0.215101,0.199873,-0.015228,-0.070794,0.628199,0.584350,-0.043849,0.118393,-0.000744
primeira-liga,handicap,FT,home_minus_2,205,1.0000,0.108032,0.092919,-0.015113,-0.139898,0.353368,0.316589,-0.036779,-0.067283,0.022114
primeira-liga,1x2,2T,home,205,1.0000,0.253661,0.238644,-0.015018,-0.059203,0.721826,0.676329,-0.045497,-0.018855,0.043676
primeira-liga,dupla,2T,x2,205,1.0000,0.253661,0.238644,-0.015018,-0.059203,0.721826,0.676329,-0.045497,0.018855,-0.043676
primeira-liga,margem,FT,home_4_plus,205,1.0000,0.067729,0.053005,-0.014723,-0.217384,0.240340,0.206777,-0.033563,-0.048361,0.018641
ligue-1,dnb,FT,away,1149,1.0000,0.223074,0.208493,-0.014581,-0.065366,0.652614,0.604690,-0.047924,0.116890,0.002477
ligue-1,dnb,FT,home,1149,1.0000,0.223074,0.208493,-0.014581,-0.065366,0.652614,0.604690,-0.047924,-0.116890,-0.002477
premier-league,dupla,2T,x2,1712,1.0000,0.236396,0.221908,-0.014487,-0.061284,0.668773,0.635358,-0.033415,0.101408,0.009191
premier-league,1x2,2T,home,1712,1.0000,0.236396,0.221908,-0.014487,-0.061284,0.668773,0.635358,-0.033415,-0.101408,-0.009191
primeira-liga,marca,FT,away_nao,205,1.0000,0.222746,0.208441,-0.014304,-0.064217,0.639542,0.603968,-0.035574,-0.086458,0.025185
primeira-liga,marca,FT,away_sim,205,1.0000,0.222746,0.208441,-0.014304,-0.064217,0.639542,0.603968,-0.035574,0.086458,-0.025185
brasileirao-b,dupla,HT,x2,310,1.0000,0.216005,0.201765,-0.014240,-0.065924,0.621974,0.592162,-0.029812,0.128939,0.074565
brasileirao-b,1x2,HT,home,310,1.0000,0.216005,0.201765,-0.014240,-0.065924,0.621974,0.592162,-0.029812,-0.128939,-0.074565
la-liga-2,handicap,FT,home_minus_2,312,1.0000,0.089017,0.074796,-0.014221,-0.159752,0.320377,0.283760,-0.036617,-0.068049,-0.000103
liga-mx,margem,FT,home_4_plus,235,1.0000,0.045083,0.030920,-0.014163,-0.314145,0.179003,0.126244,-0.052758,-0.093070,-0.015960
serie-b-italia,dnb,2T,home,184,1.0000,0.233709,0.219688,-0.014021,-0.059994,0.668061,0.628519,-0.039542,-0.095685,0.030529
serie-b-italia,dnb,2T,away,184,1.0000,0.233709,0.219688,-0.014021,-0.059994,0.668061,0.628519,-0.039542,0.095685,-0.030529
championship,dupla,2T,x2,435,1.0000,0.242359,0.228565,-0.013794,-0.056914,0.679266,0.649530,-0.029736,0.068356,-0.005479
championship,1x2,2T,home,435,1.0000,0.242359,0.228565,-0.013794,-0.056914,0.679266,0.649530,-0.029736,-0.068356,0.005479
primeira-liga,asian_total,HT,over,432,1.0000,0.245197,0.231487,-0.013710,-0.055916,0.692293,0.655985,-0.036308,-0.044557,-0.022504
primeira-liga,asian_total,HT,under,432,1.0000,0.245197,0.231487,-0.013710,-0.055916,0.692293,0.655985,-0.036308,0.044557,0.022504
la-liga-2,dnb,2T,home,190,1.0000,0.256169,0.242698,-0.013472,-0.052589,0.727968,0.680218,-0.047750,-0.075480,0.040667
la-liga-2,dnb,2T,away,190,1.0000,0.256169,0.242698,-0.013472,-0.052589,0.727968,0.680218,-0.047750,0.075480,-0.040667
brasileirao,cartoes,HT,over,14760,1.0000,0.214354,0.200941,-0.013413,-0.062574,0.629589,0.589275,-0.040314,0.110639,-0.001890
brasileirao,dupla,2T,x2,1845,1.0000,0.242404,0.228995,-0.013410,-0.055319,0.679273,0.650210,-0.029063,0.096799,-0.000032
brasileirao,1x2,2T,home,1845,1.0000,0.242404,0.228995,-0.013410,-0.055319,0.679273,0.650210,-0.029063,-0.096799,0.000032
brasileirao,cartoes,HT,under,14760,1.0000,0.214354,0.200960,-0.013394,-0.062487,0.629589,0.589322,-0.040267,-0.110639,0.002345
ligue-1,handicap,FT,away_minus_2,1510,1.0000,0.174839,0.161478,-0.013361,-0.076417,0.525575,0.494343,-0.031233,0.099421,-0.016340
ligue-1,asian_handicap,FT,away_minus_1_5,1510,1.0000,0.174839,0.161478,-0.013361,-0.076417,0.525575,0.494343,-0.031233,0.099421,-0.016340
ligue-1,asian_handicap,FT,home_minus_1_5,1510,1.0000,0.174839,0.161480,-0.013360,-0.076411,0.525575,0.494354,-0.031221,-0.099421,0.016344
ligue-1,handicap,FT,home_minus_1,1510,1.0000,0.174839,0.161480,-0.013360,-0.076411,0.525575,0.494354,-0.031221,-0.099421,0.016344
serie-b-italia,correct_score,HT,0_0,277,1.0000,0.225861,0.212653,-0.013208,-0.058479,0.644422,0.617162,-0.027260,-0.069411,-0.013102
la-liga-2,dnb,HT,away,167,1.0000,0.253528,0.240382,-0.013147,-0.051854,0.714534,0.673807,-0.040727,0.104056,0.005065
la-liga-2,dnb,HT,home,167,1.0000,0.253528,0.240382,-0.013147,-0.051854,0.714534,0.673807,-0.040727,-0.104056,-0.005065
primeira-liga,1x2,FT,home,205,1.0000,0.213260,0.200194,-0.013066,-0.061270,0.628907,0.584027,-0.044881,-0.069484,0.005070
primeira-liga,asian_handicap,FT,home_minus_0_5,205,1.0000,0.213260,0.200194,-0.013066,-0.061270,0.628907,0.584027,-0.044881,-0.069484,0.005070
primeira-liga,asian_handicap,FT,away_minus_0_5,205,1.0000,0.213260,0.200194,-0.013066,-0.061270,0.628907,0.584027,-0.044881,0.069484,-0.005070
primeira-liga,handicap,FT,away_minus_1,205,1.0000,0.213260,0.200194,-0.013066,-0.061270,0.628907,0.584027,-0.044881,0.069484,-0.005070
primeira-liga,dupla,FT,x2,205,1.0000,0.213260,0.200194,-0.013066,-0.061270,0.628907,0.584027,-0.044881,0.069484,-0.005070
serie-b-italia,asian_handicap,FT,away_minus_2,240,1.0000,0.105815,0.092781,-0.013034,-0.123175,0.360629,0.325931,-0.034697,0.076952,0.008519
serie-b-italia,asian_handicap,FT,home_minus_2,240,1.0000,0.105815,0.092781,-0.013034,-0.123175,0.360629,0.325931,-0.034697,-0.076952,-0.008519
brasileirao,dnb,FT,away,1351,1.0000,0.225617,0.212635,-0.012982,-0.057539,0.660169,0.614926,-0.045243,0.108519,-0.018994
brasileirao,dnb,FT,home,1351,1.0000,0.225617,0.212635,-0.012982,-0.057539,0.660169,0.614926,-0.045243,-0.108519,0.018994
superliga-argentina,htft,FULL,1_1,581,1.0000,0.194490,0.181567,-0.012922,-0.066442,0.578411,0.550408,-0.028003,-0.074041,-0.007304
brasileirao-b,btts_algum_tempo,FULL,nao,310,1.0000,0.246369,0.233488,-0.012881,-0.052284,0.702088,0.659376,-0.042711,-0.100793,-0.012502
serie-b-italia,margem,FT,home_4_plus,277,1.0000,0.034948,0.022115,-0.012834,-0.367225,0.157270,0.108659,-0.048610,-0.069429,-0.015493
la-liga,dupla,FT,x2,1710,1.0000,0.232922,0.220106,-0.012815,-0.055020,0.659722,0.630588,-0.029134,0.107828,-0.006544
la-liga,handicap,FT,away_minus_1,1710,1.0000,0.232922,0.220106,-0.012815,-0.055020,0.659722,0.630588,-0.029134,0.107828,-0.006544
la-liga,1x2,FT,home,1710,1.0000,0.232922,0.220106,-0.012815,-0.055020,0.659722,0.630588,-0.029134,-0.107828,0.006544
la-liga,asian_handicap,FT,away_minus_0_5,1710,1.0000,0.232922,0.220106,-0.012815,-0.055020,0.659722,0.630588,-0.029134,0.107828,-0.006544
la-liga,asian_handicap,FT,home_minus_0_5,1710,1.0000,0.232922,0.220106,-0.012815,-0.055020,0.659722,0.630588,-0.029134,-0.107828,0.006544
premier-league,margem,FT,home_4_plus,1712,1.0000,0.048226,0.035411,-0.012814,-0.265719,0.189636,0.150650,-0.038987,-0.063465,-0.002782
serie-a,dupla,FT,x2,1708,1.0000,0.227239,0.214456,-0.012783,-0.056253,0.654215,0.617762,-0.036453,0.109629,0.009979
serie-a,handicap,FT,away_minus_1,1708,1.0000,0.227239,0.214456,-0.012783,-0.056253,0.654215,0.617762,-0.036453,0.109629,0.009979
serie-a,asian_handicap,FT,away_minus_0_5,1708,1.0000,0.227239,0.214456,-0.012783,-0.056253,0.654215,0.617762,-0.036453,0.109629,0.009979
serie-a,1x2,FT,home,1708,1.0000,0.227239,0.214456,-0.012783,-0.056253,0.654215,0.617762,-0.036453,-0.109629,-0.009979
serie-a,asian_handicap,FT,home_minus_0_5,1708,1.0000,0.227239,0.214456,-0.012783,-0.056253,0.654215,0.617762,-0.036453,-0.109629,-0.009979
la-liga-2,dupla,2T,x2,312,1.0000,0.239400,0.226627,-0.012773,-0.053355,0.678305,0.646243,-0.032062,0.073743,-0.006701
la-liga-2,1x2,2T,home,312,1.0000,0.239400,0.226627,-0.012773,-0.053355,0.678305,0.646243,-0.032062,-0.073743,0.006701
superliga-argentina,asian_handicap,FT,away_minus_2,510,1.0000,0.063635,0.050991,-0.012644,-0.198694,0.247162,0.207896,-0.039266,0.078467,0.033079
superliga-argentina,asian_handicap,FT,home_minus_2,510,1.0000,0.063635,0.050991,-0.012644,-0.198694,0.247162,0.207896,-0.039266,-0.078467,-0.033079
serie-b-italia,btts_algum_tempo,FULL,nao,277,1.0000,0.251771,0.239150,-0.012620,-0.050126,0.705847,0.671521,-0.034326,-0.049827,-0.000100
brasileirao-b,cartoes,HT,over,2480,1.0000,0.199022,0.186444,-0.012579,-0.063203,0.587976,0.551218,-0.036758,0.104115,0.007733
serie-b-italia,btts_algum_tempo,FULL,sim,277,1.0000,0.251771,0.239212,-0.012558,-0.049880,0.705847,0.671693,-0.034154,0.049827,0.000148
serie-b-italia,htft,FULL,1_1,277,1.0000,0.193318,0.180761,-0.012557,-0.064957,0.571525,0.544705,-0.026820,-0.102075,-0.019308
brasileirao-b,btts_algum_tempo,FULL,sim,310,1.0000,0.246369,0.233815,-0.012553,-0.050954,0.702088,0.660650,-0.041438,0.100793,0.012212
liga-mx,asian_handicap,FT,away_plus_1,189,1.0000,0.088748,0.076319,-0.012429,-0.140049,0.307504,0.275032,-0.032471,-0.104403,-0.062890
liga-mx,asian_handicap,FT,home_plus_1,189,1.0000,0.088748,0.076320,-0.012428,-0.140040,0.307504,0.275085,-0.032418,0.104403,0.062942
brasileirao,handicap,FT,home_minus_2,1845,1.0000,0.089759,0.077405,-0.012354,-0.137634,0.319027,0.285618,-0.033410,-0.080737,-0.002893
liga-mx,dnb,FT,away,175,1.0000,0.226648,0.214296,-0.012353,-0.054501,0.671851,0.615917,-0.055934,0.096409,-0.020793
liga-mx,dnb,FT,home,175,1.0000,0.226648,0.214296,-0.012353,-0.054501,0.671851,0.615917,-0.055934,-0.096409,0.020793
championship,dnb,FT,home,325,1.0000,0.255167,0.242875,-0.012292,-0.048174,0.718533,0.678604,-0.039929,-0.077621,0.034499
championship,dnb,FT,away,325,1.0000,0.255167,0.242875,-0.012292,-0.048174,0.718533,0.678604,-0.039929,0.077621,-0.034499
brasileirao-b,cartoes,HT,under,2480,1.0000,0.199022,0.186731,-0.012291,-0.061756,0.587976,0.562149,-0.025827,-0.104115,-0.009555
la-liga,dnb,HT,home,957,1.0000,0.236013,0.223900,-0.012113,-0.051324,0.675203,0.638721,-0.036482,-0.100993,0.002190
la-liga,dnb,HT,away,957,1.0000,0.236013,0.223900,-0.012113,-0.051324,0.675203,0.638721,-0.036482,0.100993,-0.002190
la-liga,handicap,FT,home_minus_2,1710,1.0000,0.090269,0.078209,-0.012059,-0.133595,0.310839,0.277201,-0.033639,-0.086675,-0.000996
primeira-liga,correct_score,HT,0_0,205,1.0000,0.238587,0.226768,-0.011820,-0.049541,0.673340,0.649362,-0.023978,-0.026912,0.029837
la-liga,btts,FT,nao,1710,1.0000,0.260235,0.248437,-0.011798,-0.045336,0.723324,0.690025,-0.033299,-0.087603,-0.007210
la-liga,btts,FT,sim,1710,1.0000,0.260235,0.248437,-0.011798,-0.045336,0.723324,0.690025,-0.033299,0.087603,0.007210
ligue-1,dnb,2T,away,1006,1.0000,0.233843,0.222087,-0.011756,-0.050274,0.673747,0.635063,-0.038684,0.102088,-0.016246
ligue-1,dnb,2T,home,1006,1.0000,0.233843,0.222088,-0.011756,-0.050271,0.673747,0.635066,-0.038682,-0.102088,0.016248
championship,asian_handicap,FT,home_plus_1,357,1.0000,0.156969,0.145247,-0.011722,-0.074677,0.489060,0.463929,-0.025132,0.082477,0.023852
championship,asian_handicap,FT,away_plus_1,357,1.0000,0.156969,0.145247,-0.011722,-0.074677,0.489060,0.463930,-0.025130,-0.082477,-0.023853
championship,handicap,FT,away_minus_1,435,1.0000,0.257331,0.245643,-0.011688,-0.045418,0.712459,0.686020,-0.026439,0.063786,-0.035359
championship,dupla,FT,x2,435,1.0000,0.257331,0.245643,-0.011688,-0.045418,0.712459,0.686020,-0.026439,0.063786,-0.035359
championship,1x2,FT,home,435,1.0000,0.257331,0.245643,-0.011688,-0.045418,0.712459,0.686020,-0.026439,-0.063786,0.035359
championship,asian_handicap,FT,home_minus_0_5,435,1.0000,0.257331,0.245643,-0.011688,-0.045418,0.712459,0.686020,-0.026439,-0.063786,0.035359
championship,asian_handicap,FT,away_minus_0_5,435,1.0000,0.257331,0.245643,-0.011688,-0.045418,0.712459,0.686020,-0.026439,0.063786,-0.035359
brasileirao,dupla,FT,x2,1845,1.0000,0.247849,0.236255,-0.011595,-0.046781,0.692994,0.665723,-0.027272,0.097390,-0.002061
brasileirao,handicap,FT,away_minus_1,1845,1.0000,0.247849,0.236255,-0.011595,-0.046781,0.692994,0.665723,-0.027272,0.097390,-0.002061
brasileirao,1x2,FT,home,1845,1.0000,0.247849,0.236255,-0.011595,-0.046781,0.692994,0.665723,-0.027272,-0.097390,0.002061
brasileirao,asian_handicap,FT,away_minus_0_5,1845,1.0000,0.247849,0.236255,-0.011595,-0.046781,0.692994,0.665723,-0.027272,0.097390,-0.002061
brasileirao,asian_handicap,FT,home_minus_0_5,1845,1.0000,0.247849,0.236255,-0.011595,-0.046781,0.692994,0.665723,-0.027272,-0.097390,0.002061
bundesliga,dupla,FT,1x,1353,1.0000,0.203888,0.192379,-0.011509,-0.056449,0.610456,0.567656,-0.042800,-0.106584,-0.023269
bundesliga,asian_handicap,FT,home_plus_0_5,1353,1.0000,0.203888,0.192379,-0.011509,-0.056449,0.610456,0.567656,-0.042800,-0.106584,-0.023269
bundesliga,handicap,FT,home_plus_1,1353,1.0000,0.203888,0.192379,-0.011509,-0.056449,0.610456,0.567656,-0.042800,-0.106584,-0.023269
bundesliga,1x2,FT,away,1353,1.0000,0.203888,0.192512,-0.011376,-0.055797,0.610456,0.568949,-0.041507,0.106584,0.023884
bundesliga,asian_handicap,FT,away_plus_0_5,1353,1.0000,0.203888,0.192512,-0.011376,-0.055797,0.610456,0.568949,-0.041507,0.106584,0.023884
ligue-1,marca,FT,away_nao,1510,1.0000,0.215730,0.204459,-0.011271,-0.052244,0.620536,0.597176,-0.023360,-0.087208,-0.003132
ligue-1,marca,FT,away_sim,1510,1.0000,0.215730,0.204459,-0.011271,-0.052244,0.620536,0.597176,-0.023360,0.087208,0.003132
ligue-1,dupla,FT,x2,1510,1.0000,0.231968,0.220779,-0.011189,-0.048237,0.659282,0.631301,-0.027981,0.101449,-0.006870
ligue-1,handicap,FT,away_minus_1,1510,1.0000,0.231968,0.220779,-0.011189,-0.048237,0.659282,0.631301,-0.027981,0.101449,-0.006870
ligue-1,asian_handicap,FT,away_minus_0_5,1510,1.0000,0.231968,0.220779,-0.011189,-0.048237,0.659282,0.631301,-0.027981,0.101449,-0.006870
ligue-1,1x2,FT,home,1510,1.0000,0.231968,0.220779,-0.011189,-0.048237,0.659282,0.631301,-0.027981,-0.101449,0.006870
ligue-1,asian_handicap,FT,home_minus_0_5,1510,1.0000,0.231968,0.220779,-0.011189,-0.048237,0.659282,0.631301,-0.027981,-0.101449,0.006870
primeira-liga,correct_score,FT,other_home,205,1.0000,0.034164,0.023034,-0.011130,-0.325780,0.149683,0.114412,-0.035271,-0.051889,-0.000775
championship,correct_score,HT,0_0,435,1.0000,0.220334,0.209312,-0.011022,-0.050025,0.633281,0.610069,-0.023212,-0.073657,-0.017694
brasileirao,btts,FT,nao,1845,1.0000,0.260997,0.249998,-0.011000,-0.042144,0.718096,0.693352,-0.024745,-0.065009,-0.006271
brasileirao,btts,FT,sim,1845,1.0000,0.260997,0.249998,-0.011000,-0.042144,0.718096,0.693352,-0.024745,0.065009,0.006271
primeira-liga,cartoes_1x2,FT,away,205,1.0000,0.257375,0.246403,-0.010972,-0.042631,0.711872,0.686204,-0.025668,-0.010306,-0.028748
ligue-1,cartoes,HT,over,12080,1.0000,0.193503,0.182678,-0.010825,-0.055942,0.581290,0.545805,-0.035485,0.099396,0.000633
bundesliga,htft,FULL,1_1,1353,1.0000,0.201081,0.190304,-0.010777,-0.053597,0.598108,0.564736,-0.033372,-0.096967,-0.007726
ligue-1,cartoes,HT,under,12080,1.0000,0.193503,0.182741,-0.010762,-0.055615,0.581290,0.545937,-0.035353,-0.099396,0.000182
serie-b-italia,cartoes,HT,under,2216,1.0000,0.198830,0.188128,-0.010702,-0.053827,0.591418,0.559892,-0.031526,-0.103354,-0.025478
serie-b-italia,cartoes,HT,over,2216,1.0000,0.198830,0.188133,-0.010697,-0.053802,0.591418,0.559978,-0.031440,0.103354,0.025240
la-liga-2,btts,HT,sim,312,1.0000,0.194193,0.183562,-0.010630,-0.054741,0.603834,0.555787,-0.048047,0.094800,0.042540
championship,handicap,FT,home_minus_2,435,1.0000,0.085625,0.074995,-0.010630,-0.124146,0.317924,0.285562,-0.032362,-0.052497,0.007065
la-liga-2,btts,HT,nao,312,1.0000,0.194193,0.183568,-0.010625,-0.054712,0.603834,0.555814,-0.048020,-0.094800,-0.042516
la-liga,dupla,2T,x2,1710,1.0000,0.231864,0.221306,-0.010558,-0.045535,0.655970,0.633113,-0.022857,0.094571,-0.000727
la-liga,1x2,2T,home,1710,1.0000,0.231864,0.221306,-0.010558,-0.045535,0.655970,0.633113,-0.022857,-0.094571,0.000727
brasileirao-b,asian_handicap,FT,home_plus_0_5,310,1.0000,0.198752,0.188234,-0.010518,-0.052922,0.671365,0.568052,-0.103313,-0.103189,-0.014203
brasileirao-b,handicap,FT,home_plus_1,310,1.0000,0.198752,0.188234,-0.010518,-0.052922,0.671365,0.568052,-0.103313,-0.103189,-0.014203
brasileirao-b,dupla,FT,1x,310,1.0000,0.198752,0.188234,-0.010518,-0.052922,0.671365,0.568052,-0.103313,-0.103189,-0.014203
brasileirao-b,1x2,2T,away,310,1.0000,0.195847,0.185426,-0.010420,-0.053207,0.662896,0.643278,-0.019618,0.100630,0.009484
ligue-1,dnb,HT,home,913,1.0000,0.229148,0.218759,-0.010389,-0.045336,0.654350,0.627720,-0.026629,-0.100633,-0.004195
ligue-1,dnb,HT,away,913,1.0000,0.229148,0.218759,-0.010389,-0.045336,0.654350,0.627720,-0.026629,0.100633,0.004195
brasileirao-b,dupla,2T,1x,310,1.0000,0.195847,0.185465,-0.010382,-0.053010,0.662896,0.643488,-0.019407,-0.100630,-0.009536
la-liga-2,dnb,FT,away,239,1.0000,0.241342,0.231005,-0.010337,-0.042831,0.696505,0.655781,-0.040724,0.071315,-0.044661
la-liga-2,dnb,FT,home,239,1.0000,0.241342,0.231005,-0.010337,-0.042831,0.696505,0.655781,-0.040724,-0.071315,0.044661
liga-mx,htft,FULL,1_1,235,1.0000,0.230501,0.220169,-0.010332,-0.044824,0.654604,0.634815,-0.019789,-0.063682,0.029130
superliga-argentina,asian_total,HT,under,1211,1.0000,0.194722,0.184409,-0.010314,-0.052967,0.580469,0.557345,-0.023124,0.084072,0.096130
superliga-argentina,asian_total,HT,over,1211,1.0000,0.194722,0.184409,-0.010314,-0.052967,0.580469,0.557345,-0.023124,-0.084072,-0.096130
premier-league,1x2,2T,away,1712,1.0000,0.215168,0.204858,-0.010310,-0.047918,0.641570,0.598397,-0.043174,0.097953,0.022387
premier-league,dupla,2T,1x,1712,1.0000,0.215168,0.204869,-0.010300,-0.047868,0.641570,0.598454,-0.043116,-0.097953,-0.022442
bundesliga,margem,FT,home_4_plus,1353,1.0000,0.066860,0.056627,-0.010234,-0.153060,0.246466,0.217619,-0.028847,-0.060365,0.014687
ligue-1,handicap,FT,home_minus_2,1510,1.0000,0.092190,0.081964,-0.010227,-0.110930,0.316707,0.288924,-0.027783,-0.076180,0.005592
la-liga-2,correct_score,HT,0_0,312,1.0000,0.223175,0.213038,-0.010137,-0.045421,0.637645,0.616347,-0.021299,-0.066470,-0.002037
brasileirao-b,escanteios_exato,FT,eq_15_plus,310,1.0000,0.094816,0.084750,-0.010065,-0.106158,0.357700,0.306569,-0.051131,-0.018025,0.006577
serie-a,dnb,HT,away,989,1.0000,0.225114,0.215099,-0.010015,-0.044490,0.646732,0.619809,-0.026923,0.099224,0.007526
serie-a,dnb,HT,home,989,1.0000,0.225114,0.215099,-0.010015,-0.044490,0.646732,0.619809,-0.026923,-0.099224,-0.007526
premier-league,dnb,HT,away,1061,1.0000,0.229708,0.219774,-0.009934,-0.043247,0.673216,0.629827,-0.043389,0.093176,-0.003635
premier-league,dnb,HT,home,1061,1.0000,0.229708,0.219774,-0.009934,-0.043247,0.673216,0.629827,-0.043389,-0.093176,0.003635
brasileirao-b,asian_total,HT,over,647,1.0000,0.212695,0.202800,-0.009895,-0.046520,0.619867,0.594633,-0.025235,-0.059145,-0.057234
brasileirao-b,asian_total,HT,under,647,1.0000,0.212695,0.202800,-0.009895,-0.046520,0.619867,0.594633,-0.025235,0.059145,0.057234
championship,asian_handicap,FT,home_plus_2,391,1.0000,0.050273,0.040384,-0.009889,-0.196709,0.204193,0.170261,-0.033932,0.072133,0.032985
championship,asian_handicap,FT,away_plus_2,391,1.0000,0.050273,0.040384,-0.009889,-0.196709,0.204193,0.170261,-0.033932,-0.072133,-0.032986
premier-league,escanteios_exato,FT,eq_15_plus,1712,1.0000,0.111633,0.101799,-0.009834,-0.088088,0.397056,0.358469,-0.038588,-0.010091,0.019763
serie-b-italia,asian_total,HT,over,548,1.0000,0.234559,0.224735,-0.009824,-0.041881,0.668342,0.642231,-0.026111,-0.039052,-0.019223
serie-b-italia,asian_total,HT,under,548,1.0000,0.234559,0.224735,-0.009824,-0.041881,0.668342,0.642231,-0.026111,0.039052,0.019223
serie-a,handicap,FT,home_minus_2,1708,1.0000,0.080983,0.071161,-0.009821,-0.121277,0.287059,0.258336,-0.028722,-0.073248,-0.001623
brasileirao-b,1x2,FT,away,310,1.0000,0.198752,0.189059,-0.009694,-0.048772,0.671365,0.651020,-0.020345,0.103189,0.014976
brasileirao-b,asian_handicap,FT,away_plus_0_5,310,1.0000,0.198752,0.189059,-0.009694,-0.048772,0.671365,0.651020,-0.020345,0.103189,0.014976
bundesliga,dupla,HT,1x,1353,1.0000,0.200034,0.190359,-0.009675,-0.048366,0.601466,0.566158,-0.035307,-0.103566,-0.030927
bundesliga,1x2,HT,away,1353,1.0000,0.200034,0.190433,-0.009601,-0.047996,0.601466,0.566687,-0.034779,0.103566,0.030978
bundesliga,correct_score,FT,other_home,1353,1.0000,0.049794,0.040308,-0.009486,-0.190507,0.200325,0.172908,-0.027417,-0.053379,0.009227
superliga-argentina,asian_handicap,FT,home_plus_0_5,581,1.0000,0.209049,0.199566,-0.009483,-0.045365,0.650150,0.589945,-0.060205,-0.091701,-0.003369
superliga-argentina,dupla,FT,1x,581,1.0000,0.209049,0.199566,-0.009483,-0.045365,0.650150,0.589945,-0.060205,-0.091701,-0.003369
superliga-argentina,handicap,FT,home_plus_1,581,1.0000,0.209049,0.199566,-0.009483,-0.045365,0.650150,0.589945,-0.060205,-0.091701,-0.003369
premier-league,btts,FT,nao,1712,1.0000,0.256380,0.246898,-0.009482,-0.036983,0.714335,0.686956,-0.027379,-0.061591,-0.018003
premier-league,btts,FT,sim,1712,1.0000,0.256380,0.246898,-0.009482,-0.036983,0.714335,0.686956,-0.027379,0.061591,0.018003
brasileirao-b,btts,HT,nao,310,1.0000,0.171090,0.161637,-0.009452,-0.055248,0.565865,0.506206,-0.059659,-0.092085,-0.023021
bundesliga,asian_handicap,FT,away_minus_2,1170,1.0000,0.122663,0.113238,-0.009425,-0.076838,0.401594,0.373907,-0.027687,0.076887,-0.008062
bundesliga,asian_handicap,FT,home_minus_2,1170,1.0000,0.122663,0.113238,-0.009425,-0.076838,0.401594,0.373907,-0.027687,-0.076887,0.008062
