liga,family,period,direction,n,coverage,brier_raw,brier_cal,delta_brier,delta_brier_rel,log_loss_raw,log_loss_cal,delta_log_loss,gap_raw,gap_cal
la-liga-2,correct_score,FT,0_4,312,1.0000,0.012771,0.012728,-0.000043,-0.003330,0.076751,0.069973,-0.006778,0.008248,0.005063
ligue-1,correct_score,HT,2_2,1510,1.0000,0.013122,0.013080,-0.000042,-0.003219,0.074859,0.071073,-0.003786,0.007171,0.002648
ligue-1,htft,FULL,2_1,1510,1.0000,0.031425,0.031383,-0.000042,-0.001344,0.144470,0.143049,-0.001421,0.006560,0.002844
la-liga,escanteios_1x2,FT,draw,1710,1.0000,0.091840,0.091798,-0.000042,-0.000460,0.329667,0.329485,-0.000182,-0.016072,0.009849
liga-mx,correct_score,FT,3_3,235,1.0000,0.008511,0.008469,-0.000042,-0.004890,0.050059,0.049878,-0.000181,-0.000754,-0.000769
la-liga,escanteios_exato,FT,eq_9,1710,1.0000,0.106989,0.106948,-0.000042,-0.000389,0.370895,0.370649,-0.000246,-0.001715,0.000433
liga-mx,correct_score,FT,4_3,235,1.0000,0.008518,0.008478,-0.000040,-0.004675,0.056555,0.051936,-0.004619,0.003414,0.002717
ligue-1,escanteios_exato,FT,eq_9,1510,1.0000,0.108983,0.108943,-0.000040,-0.000364,0.375751,0.375550,-0.000201,0.000331,0.003218
primeira-liga,correct_score,FT,1_4,205,1.0000,0.014047,0.014007,-0.000039,-0.002803,0.061340,0.061928,0.000589,0.006168,0.002714
la-liga,correct_score,HT,2_2,1710,1.0000,0.010452,0.010413,-0.000039,-0.003762,0.062152,0.058135,-0.004017,0.005932,0.001220
ligue-1,margem,FT,away_4_plus,1510,1.0000,0.018558,0.018519,-0.000039,-0.002110,0.091116,0.086887,-0.004229,0.008874,0.000634
premier-league,correct_score,FT,1_4,1712,1.0000,0.014893,0.014856,-0.000038,-0.002549,0.080264,0.078640,-0.001625,0.008097,0.005091
serie-b-italia,correct_score,HT,2_2,277,1.0000,0.010809,0.010771,-0.000038,-0.003475,0.071663,0.063606,-0.008058,0.006192,0.001787
premier-league,htft,FULL,2_x,1712,1.0000,0.044196,0.044160,-0.000036,-0.000804,0.190076,0.187544,-0.002532,0.009799,-0.007214
premier-league,correct_score,HT,2_1,1712,1.0000,0.037525,0.037490,-0.000035,-0.000929,0.164247,0.163404,-0.000843,0.007162,0.002875
liga-mx,chutes_alvo,FT,under,3995,1.0000,0.183572,0.183538,-0.000034,-0.000185,0.544123,0.543881,-0.000242,-0.007266,-0.019175
championship,correct_score,FT,3_3,435,1.0000,0.004630,0.004596,-0.000033,-0.007212,0.030389,0.029942,-0.000448,-0.003245,-0.003620
premier-league,escanteios_exato,FT,eq_10,1712,1.0000,0.100826,0.100793,-0.000032,-0.000322,0.355533,0.354943,-0.000590,-0.000776,-0.002788
premier-league,correct_score,FT,0_4,1712,1.0000,0.012392,0.012360,-0.000032,-0.002600,0.061237,0.059456,-0.001781,0.006625,0.003486
premier-league,escanteios_exato,FT,eq_3,1712,1.0000,0.009882,0.009851,-0.000031,-0.003118,0.060025,0.059466,-0.000559,0.001225,-0.000384
championship,escanteios_exato,FT,eq_3,435,1.0000,0.002423,0.002393,-0.000030,-0.012218,0.022585,0.022066,-0.000519,-0.006470,-0.008618
liga-mx,correct_score,FT,3_4,235,1.0000,0.008496,0.008466,-0.000029,-0.003441,0.055486,0.051713,-0.003773,0.005620,0.005416
brasileirao,correct_score,FT,3_2,1845,1.0000,0.018124,0.018095,-0.000029,-0.001606,0.092654,0.092999,0.000345,-0.000031,0.000873
bundesliga,correct_score,FT,4_2,1353,1.0000,0.013154,0.013125,-0.000029,-0.002189,0.071690,0.070856,-0.000834,-0.003381,-0.000966
brasileirao-b,correct_score,FT,4_2,310,1.0000,0.009572,0.009544,-0.000028,-0.002926,0.059450,0.053192,-0.006259,0.002764,0.002307
brasileirao,htft,FULL,1_2,1845,1.0000,0.016070,0.016042,-0.000028,-0.001742,0.086900,0.100299,0.013399,0.006632,0.001530
liga-mx,htft,FULL,2_1,235,1.0000,0.032847,0.032819,-0.000028,-0.000851,0.148149,0.147429,-0.000719,0.006201,0.003470
serie-a,correct_score,FT,4_2,1708,1.0000,0.005311,0.005284,-0.000028,-0.005203,0.035140,0.034429,-0.000710,-0.004874,-0.004240
ligue-1,correct_score,FT,2_3,1510,1.0000,0.020034,0.020007,-0.000027,-0.001349,0.099518,0.097900,-0.001618,0.005484,0.001323
brasileirao-b,htft,FULL,1_2,310,1.0000,0.016090,0.016063,-0.000026,-0.001630,0.100197,0.089442,-0.010755,0.009057,0.001496
la-liga,correct_score,FT,2_4,1710,1.0000,0.006367,0.006342,-0.000025,-0.004004,0.037096,0.035243,-0.001853,0.003481,0.002009
brasileirao,correct_score,FT,0_4,1845,1.0000,0.005938,0.005914,-0.000025,-0.004136,0.038639,0.038448,-0.000192,0.003675,0.001748
brasileirao-b,correct_score,FT,2_3,310,1.0000,0.012711,0.012688,-0.000024,-0.001850,0.070648,0.067067,-0.003581,0.006543,0.000194
championship,correct_score,FT,4_2,435,1.0000,0.002392,0.002369,-0.000023,-0.009584,0.020120,0.020129,0.000010,-0.007091,-0.006705
ligue-1,escanteios_exato,FT,eq_10,1510,1.0000,0.106460,0.106438,-0.000023,-0.000213,0.369013,0.368999,-0.000014,0.002056,0.002072
brasileirao,correct_score,FT,4_2,1845,1.0000,0.009164,0.009141,-0.000022,-0.002431,0.055598,0.057273,0.001675,0.000567,0.001116
la-liga,correct_score,FT,0_4,1710,1.0000,0.006346,0.006324,-0.000022,-0.003435,0.039540,0.036695,-0.002845,0.003001,0.000077
brasileirao,correct_score,FT,2_3,1845,1.0000,0.012354,0.012333,-0.000021,-0.001727,0.070897,0.070688,-0.000209,0.003222,-0.000613
la-liga,htft,FULL,2_1,1710,1.0000,0.025623,0.025602,-0.000020,-0.000798,0.121421,0.121088,-0.000332,0.003165,-0.001470
la-liga-2,correct_score,FT,3_3,312,1.0000,0.006448,0.006427,-0.000020,-0.003151,0.041939,0.041503,-0.000436,-0.000973,-0.001517
brasileirao,escanteios_exato,FT,eq_3,1845,1.0000,0.006483,0.006463,-0.000020,-0.003044,0.040466,0.040895,0.000429,-0.000389,-0.000511
liga-mx,correct_score,FT,4_2,235,1.0000,0.020852,0.020833,-0.000019,-0.000910,0.104295,0.103726,-0.000569,0.006679,0.008378
la-liga,correct_score,FT,3_3,1710,1.0000,0.008135,0.008116,-0.000019,-0.002323,0.049505,0.047448,-0.002057,0.002296,0.001245
championship,escanteios_exato,FT,eq_12,435,1.0000,0.093289,0.093270,-0.000019,-0.000198,0.337166,0.335978,-0.001189,0.010373,0.021732
brasileirao,correct_score,HT,2_2,1845,1.0000,0.008091,0.008072,-0.000018,-0.002265,0.051940,0.049588,-0.002351,0.004047,0.000615
premier-league,escanteios_1x2,FT,home,1712,1.0000,0.224282,0.224265,-0.000018,-0.000079,0.638882,0.638083,-0.000799,-0.004097,-0.006117
brasileirao-b,correct_score,HT,1_2,310,1.0000,0.019091,0.019073,-0.000018,-0.000922,0.105304,0.110965,0.005661,0.010513,-0.000457
la-liga,correct_score,FT,other_away,1710,1.0000,0.005833,0.005817,-0.000016,-0.002705,0.036442,0.033648,-0.002794,0.001690,-0.001126
bundesliga,correct_score,FT,3_4,1353,1.0000,0.007367,0.007353,-0.000014,-0.001912,0.048400,0.049126,0.000726,0.003634,0.003741
primeira-liga,escanteios_exato,FT,eq_1,205,1.0000,0.000013,0.000000,-0.000013,-0.971806,0.002057,0.000545,-0.001513,-0.002051,-0.000545
liga-mx,margem,FT,away_4_plus,235,1.0000,0.008472,0.008459,-0.000013,-0.001515,0.040326,0.042203,0.001877,0.000024,-0.006900
serie-a,escanteios_exato,FT,eq_2,1708,1.0000,0.002928,0.002915,-0.000013,-0.004336,0.021906,0.019767,-0.002139,-0.001579,-0.001663
serie-b-italia,correct_score,FT,3_4,277,1.0000,0.003611,0.003598,-0.000013,-0.003491,0.026803,0.023566,-0.003237,0.001964,0.001212
superliga-argentina,correct_score,HT,2_1,581,1.0000,0.018748,0.018736,-0.000012,-0.000660,0.099465,0.105127,0.005662,0.001955,-0.007520
superliga-argentina,escanteios_exato,FT,eq_1,581,1.0000,0.000013,0.000000,-0.000012,-0.968339,0.002101,0.000598,-0.001503,-0.002094,-0.000597
serie-a,correct_score,FT,0_4,1708,1.0000,0.009228,0.009216,-0.000012,-0.001324,0.050382,0.049101,-0.001280,0.002223,-0.001218
brasileirao-b,correct_score,HT,0_2,310,1.0000,0.018855,0.018844,-0.000012,-0.000614,0.091151,0.091824,0.000672,0.005082,-0.007786
la-liga,correct_score,HT,1_2,1710,1.0000,0.020001,0.019990,-0.000011,-0.000537,0.102797,0.101274,-0.001523,0.006813,-0.005470
ligue-1,correct_score,FT,1_4,1510,1.0000,0.010411,0.010400,-0.000011,-0.001021,0.057226,0.055674,-0.001552,0.004050,0.000955
premier-league,correct_score,FT,4_3,1712,1.0000,0.007547,0.007536,-0.000011,-0.001401,0.046532,0.044937,-0.001596,0.003490,0.002107
brasileirao-b,correct_score,FT,3_3,310,1.0000,0.003251,0.003242,-0.000010,-0.002957,0.026317,0.023518,-0.002799,-0.000478,-0.002130
brasileirao,htft,FULL,2_1,1845,1.0000,0.021728,0.021719,-0.000009,-0.000432,0.106400,0.106850,0.000451,-0.000853,-0.000521
serie-a,htft,FULL,2_1,1708,1.0000,0.025091,0.025082,-0.000009,-0.000363,0.119468,0.119244,-0.000224,0.001843,-0.002400
ligue-1,correct_score,FT,2_4,1510,1.0000,0.009195,0.009186,-0.000009,-0.000966,0.055055,0.053138,-0.001917,0.004739,0.002742
liga-mx,escanteios_exato,FT,eq_2,235,1.0000,0.004287,0.004278,-0.000009,-0.002028,0.028102,0.029403,0.001300,-0.001650,-0.001369
serie-a,correct_score,HT,2_2,1708,1.0000,0.009298,0.009289,-0.000008,-0.000877,0.056278,0.053682,-0.002597,0.003443,-0.000863
championship,correct_score,FT,0_4,435,1.0000,0.004731,0.004723,-0.000008,-0.001620,0.028149,0.029754,0.001605,-0.002209,-0.005264
ligue-1,correct_score,FT,3_4,1510,1.0000,0.003308,0.003301,-0.000007,-0.002233,0.023823,0.022194,-0.001629,0.000972,0.000020
ligue-1,correct_score,FT,3_3,1510,1.0000,0.009826,0.009818,-0.000007,-0.000751,0.055493,0.054910,-0.000583,0.001698,0.000984
serie-b-italia,escanteios_exato,FT,eq_2,277,1.0000,0.000042,0.000035,-0.000007,-0.171990,0.004879,0.004872,-0.000006,-0.004857,-0.004855
brasileirao,escanteios_exato,FT,eq_2,1845,1.0000,0.003789,0.003782,-0.000007,-0.001816,0.026271,0.027155,0.000883,0.001641,0.001805
la-liga-2,escanteios_exato,FT,eq_2,312,1.0000,0.003228,0.003221,-0.000007,-0.002079,0.021571,0.022119,0.000548,-0.002742,-0.002541
superliga-argentina,correct_score,FT,3_3,581,1.0000,0.001753,0.001746,-0.000007,-0.003718,0.026979,0.015369,-0.011610,-0.001463,-0.003113
la-liga,correct_score,FT,4_3,1710,1.0000,0.006988,0.006981,-0.000006,-0.000911,0.048677,0.049159,0.000481,0.004304,0.002848
liga-mx,escanteios_exato,FT,eq_1,235,1.0000,0.000007,0.000000,-0.000006,-0.952629,0.001474,0.000502,-0.000973,-0.001471,-0.000502
ligue-1,escanteios_exato,FT,eq_5,1510,1.0000,0.050103,0.050098,-0.000006,-0.000119,0.207120,0.206462,-0.000658,0.004468,0.007447
ligue-1,escanteios_exato,FT,eq_2,1510,1.0000,0.005268,0.005262,-0.000006,-0.001100,0.033944,0.032541,-0.001403,0.001366,0.001037
ligue-1,correct_score,FT,4_3,1510,1.0000,0.005272,0.005267,-0.000005,-0.001039,0.033090,0.032554,-0.000536,0.001526,-0.000037
superliga-argentina,correct_score,FT,4_2,581,1.0000,0.003469,0.003464,-0.000005,-0.001570,0.025617,0.024845,-0.000771,-0.001375,-0.002375
bundesliga,correct_score,FT,4_4,1353,1.0000,0.002218,0.002213,-0.000005,-0.002307,0.017021,0.015948,-0.001073,0.000334,0.000957
liga-mx,correct_score,FT,4_4,235,1.0000,0.004261,0.004256,-0.000005,-0.001187,0.042699,0.042556,-0.000144,0.002722,0.003156
la-liga-2,escanteios_exato,FT,eq_1,312,1.0000,0.000005,0.000000,-0.000005,-0.941274,0.001474,0.000506,-0.000968,-0.001471,-0.000506
premier-league,correct_score,FT,3_3,1712,1.0000,0.009251,0.009246,-0.000005,-0.000541,0.053045,0.052366,-0.000679,0.000767,0.000052
la-liga,escanteios_exato,FT,eq_2,1710,1.0000,0.006387,0.006382,-0.000005,-0.000776,0.039499,0.038362,-0.001137,0.001414,0.001520
la-liga,correct_score,FT,3_4,1710,1.0000,0.002337,0.002332,-0.000005,-0.002005,0.017011,0.015906,-0.001105,0.000808,-0.000197
la-liga-2,correct_score,FT,4_4,312,1.0000,0.000006,0.000001,-0.000004,-0.794282,0.001107,0.000909,-0.000198,-0.001104,-0.000908
primeira-liga,correct_score,FT,3_4,205,1.0000,0.000013,0.000009,-0.000004,-0.328305,0.001912,0.002260,0.000348,-0.001905,-0.002255
serie-a,correct_score,FT,2_3,1708,1.0000,0.020083,0.020079,-0.000004,-0.000204,0.102075,0.099976,-0.002099,0.004848,0.000095
brasileirao-b,correct_score,FT,0_4,310,1.0000,0.003221,0.003217,-0.000004,-0.001205,0.021527,0.020476,-0.001051,0.001912,-0.000287
premier-league,correct_score,FT,3_4,1712,1.0000,0.002916,0.002913,-0.000004,-0.001285,0.020269,0.019859,-0.000410,0.000400,-0.000358
brasileirao,correct_score,HT,2_1,1845,1.0000,0.032649,0.032645,-0.000004,-0.000114,0.151259,0.154422,0.003163,0.008176,0.003796
championship,correct_score,FT,2_3,435,1.0000,0.018207,0.018203,-0.000004,-0.000203,0.096885,0.093849,-0.003035,0.003529,-0.001458
la-liga-2,correct_score,FT,3_4,312,1.0000,0.000014,0.000010,-0.000004,-0.260718,0.002209,0.002727,0.000518,-0.002202,-0.002722
serie-b-italia,margem,FT,away_3,277,1.0000,0.024338,0.024335,-0.000004,-0.000145,0.114271,0.111015,-0.003256,0.009080,-0.002977
brasileirao-b,escanteios_exato,FT,eq_11,310,1.0000,0.087712,0.087708,-0.000004,-0.000040,0.324547,0.325031,0.000484,-0.002714,-0.008345
serie-a,correct_score,FT,4_4,1708,1.0000,0.001758,0.001755,-0.000003,-0.001893,0.015726,0.018291,0.002564,0.000675,0.000685
brasileirao,handicap,FT,draw_minus_1,1845,1.0000,0.193159,0.193156,-0.000003,-0.000017,0.575091,0.574433,-0.000657,0.023373,-0.012357
brasileirao,margem,FT,home_1,1845,1.0000,0.193159,0.193156,-0.000003,-0.000017,0.575091,0.574433,-0.000657,0.023373,-0.012357
la-liga,escanteios_exato,FT,eq_1,1710,1.0000,0.000003,0.000000,-0.000003,-0.910848,0.001191,0.000497,-0.000694,-0.001189,-0.000496
brasileirao,correct_score,FT,3_3,1845,1.0000,0.006466,0.006463,-0.000003,-0.000442,0.039989,0.041424,0.001435,0.001336,0.001667
la-liga-2,correct_score,HT,2_2,312,1.0000,0.009487,0.009484,-0.000002,-0.000237,0.052037,0.052036,-0.000001,0.004065,0.000250
brasileirao,correct_score,FT,2_4,1845,1.0000,0.003234,0.003232,-0.000002,-0.000693,0.022068,0.023638,0.001570,0.001027,0.000272
championship,correct_score,FT,4_4,435,1.0000,0.000003,0.000001,-0.000002,-0.632670,0.001060,0.000986,-0.000073,-0.001058,-0.000986
primeira-liga,correct_score,FT,4_4,205,1.0000,0.000003,0.000001,-0.000002,-0.690563,0.000805,0.000730,-0.000075,-0.000803,-0.000729
premier-league,correct_score,FT,4_4,1712,1.0000,0.002334,0.002332,-0.000002,-0.000719,0.017713,0.016896,-0.000817,0.001210,0.001180
bundesliga,correct_score,FT,4_3,1353,1.0000,0.005139,0.005137,-0.000002,-0.000325,0.031073,0.031432,0.000359,-0.000899,-0.001672
superliga-argentina,correct_score,FT,4_4,581,1.0000,0.001722,0.001721,-0.000002,-0.000899,0.016061,0.014918,-0.001143,0.001353,0.001304
superliga-argentina,correct_score,FT,3_4,581,1.0000,0.000005,0.000004,-0.000001,-0.236381,0.000832,0.001264,0.000432,-0.000830,-0.001262
ligue-1,correct_score,FT,4_4,1510,1.0000,0.000663,0.000662,-0.000001,-0.001844,0.005968,0.005612,-0.000356,-0.000348,-0.000514
bundesliga,escanteios_exato,FT,eq_1,1353,1.0000,0.000740,0.000738,-0.000001,-0.001589,0.005953,0.005919,-0.000033,-0.000204,0.000303
serie-b-italia,correct_score,FT,4_4,277,1.0000,0.000002,0.000001,-0.000001,-0.533599,0.000757,0.000844,0.000087,-0.000756,-0.000843
premier-league,escanteios_exato,FT,eq_1,1712,1.0000,0.000001,0.000000,-0.000001,-0.869887,0.000649,0.000322,-0.000326,-0.000648,-0.000322
championship,escanteios_exato,FT,eq_1,435,1.0000,0.000001,0.000000,-0.000001,-0.851143,0.000633,0.000351,-0.000282,-0.000632,-0.000350
serie-a,correct_score,FT,3_4,1708,1.0000,0.004079,0.004079,-0.000001,-0.000188,0.026716,0.026752,0.000036,0.001475,0.000966
premier-league,correct_score,FT,4_2,1712,1.0000,0.010356,0.010355,-0.000001,-0.000070,0.055468,0.055851,0.000383,-0.001895,-0.000656
premier-league,escanteios_exato,FT,eq_2,1712,1.0000,0.002324,0.002323,-0.000001,-0.000298,0.016119,0.015975,-0.000144,-0.000547,-0.001368
la-liga-2,correct_score,FT,other_draw,312,1.0000,0.000001,0.000000,-0.000001,-1.000000,0.000163,0.000000,-0.000163,-0.000162,0.000000
brasileirao,correct_score,FT,4_4,1845,1.0000,0.000543,0.000542,-0.000001,-0.001069,0.005317,0.009082,0.003765,0.000010,0.000477
brasileirao,escanteios_exato,FT,eq_1,1845,1.0000,0.000001,0.000000,-0.000001,-1.000000,0.000454,0.000000,-0.000454,-0.000454,0.000000
serie-a,correct_score,FT,3_3,1708,1.0000,0.008147,0.008147,-0.000000,-0.000059,0.049062,0.048375,-0.000687,0.000073,-0.000421
brasileirao-b,correct_score,FT,4_4,310,1.0000,0.000001,0.000001,-0.000000,-0.446724,0.000407,0.000542,0.000135,-0.000406,-0.000542
ligue-1,escanteios_exato,FT,eq_1,1510,1.0000,0.001324,0.001323,-0.000000,-0.000352,0.010412,0.010538,0.000126,0.000434,0.000863
primeira-liga,escanteios_exato,FT,eq_0,205,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000279,0.000000,-0.000279,-0.000279,0.000000
brasileirao,correct_score,FT,1_4,1845,1.0000,0.002158,0.002158,-0.000000,-0.000147,0.014027,0.018190,0.004162,-0.000844,0.001329
superliga-argentina,escanteios_exato,FT,eq_0,581,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000282,0.000000,-0.000282,-0.000282,0.000000
la-liga-2,margem,FT,away_4_plus,312,1.0000,0.013034,0.013034,-0.000000,-0.000023,0.074914,0.071641,-0.003273,0.004065,-0.003244
bundesliga,correct_score,FT,other_draw,1353,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000245,0.000000,-0.000245,-0.000245,0.000000
liga-mx,correct_score,FT,other_draw,235,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000213,0.000000,-0.000213,-0.000213,0.000000
liga-mx,escanteios_exato,FT,eq_0,235,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000188,0.000000,-0.000188,-0.000188,0.000000
la-liga-2,escanteios_exato,FT,eq_0,312,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000185,0.000000,-0.000185,-0.000185,0.000000
superliga-argentina,correct_score,FT,other_draw,581,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000047,0.000000,-0.000047,-0.000047,0.000000
serie-a,correct_score,FT,other_draw,1708,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000117,0.000000,-0.000117,-0.000117,0.000000
primeira-liga,correct_score,FT,other_draw,205,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000095,0.000000,-0.000095,-0.000095,0.000000
championship,correct_score,FT,other_draw,435,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000116,0.000000,-0.000116,-0.000116,0.000000
serie-b-italia,correct_score,FT,other_draw,277,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000082,0.000000,-0.000082,-0.000082,0.000000
la-liga,escanteios_exato,FT,eq_0,1710,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000143,0.000000,-0.000143,-0.000143,0.000000
serie-a,escanteios_exato,FT,eq_0,1708,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000125,0.000000,-0.000125,-0.000125,0.000000
serie-b-italia,escanteios_exato,FT,eq_0,277,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000136,0.000000,-0.000136,-0.000136,0.000000
brasileirao-b,correct_score,FT,other_draw,310,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000042,0.000000,-0.000042,-0.000042,0.000000
bundesliga,escanteios_exato,FT,eq_0,1353,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000111,0.000000,-0.000111,-0.000111,0.000000
premier-league,correct_score,FT,other_draw,1712,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000111,0.000000,-0.000111,-0.000111,0.000000
serie-b-italia,correct_score,FT,0_4,277,1.0000,0.007200,0.007200,-0.000000,-0.000005,0.045533,0.042146,-0.003387,0.003883,0.001132
la-liga,correct_score,FT,other_draw,1710,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000061,0.000000,-0.000061,-0.000061,0.000000
ligue-1,escanteios_exato,FT,eq_0,1510,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000102,0.000000,-0.000102,-0.000102,0.000000
ligue-1,correct_score,FT,other_draw,1510,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000092,0.000000,-0.000092,-0.000092,0.000000
premier-league,escanteios_exato,FT,eq_0,1712,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000074,0.000000,-0.000074,-0.000074,0.000000
championship,escanteios_exato,FT,eq_0,435,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000071,0.000000,-0.000071,-0.000071,0.000000
brasileirao,correct_score,FT,other_draw,1845,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000043,0.000000,-0.000043,-0.000043,0.000000
brasileirao,escanteios_exato,FT,eq_0,1845,1.0000,0.000000,0.000000,-0.000000,-1.000000,0.000049,0.000000,-0.000049,-0.000049,0.000000
la-liga-2,correct_score,FT,4_3,312,1.0000,0.003175,0.003176,0.000000,0.000063,0.018404,0.019446,0.001042,-0.000463,-0.001277
brasileirao,correct_score,FT,3_4,1845,1.0000,0.002168,0.002168,0.000000,0.000111,0.016418,0.022906,0.006488,0.000963,0.001846
serie-a,escanteios_exato,FT,eq_1,1708,1.0000,0.001755,0.001755,0.000000,0.000191,0.013942,0.017864,0.003922,0.000703,0.001282
la-liga,correct_score,FT,4_2,1710,1.0000,0.010941,0.010941,0.000000,0.000035,0.060198,0.059161,-0.001037,0.001789,0.002117
superliga-argentina,correct_score,FT,4_3,581,1.0000,0.001729,0.001729,0.000001,0.000304,0.015471,0.015025,-0.000446,0.000352,-0.000417
la-liga,correct_score,FT,4_4,1710,1.0000,0.000583,0.000584,0.000001,0.001300,0.004238,0.004730,0.000491,-0.000086,-0.000317
brasileirao,correct_score,FT,4_3,1845,1.0000,0.002166,0.002167,0.000001,0.000514,0.015268,0.020003,0.004736,-0.000189,0.001637
brasileirao-b,correct_score,FT,1_4,310,1.0000,0.003235,0.003236,0.000001,0.000420,0.025166,0.022240,-0.002926,0.001400,-0.000260
ligue-1,correct_score,FT,4_2,1510,1.0000,0.010466,0.010468,0.000002,0.000149,0.059537,0.061892,0.002355,-0.001014,0.000031
brasileirao-b,correct_score,FT,3_4,310,1.0000,0.000003,0.000005,0.000002,0.513647,0.000837,0.001520,0.000683,-0.000835,-0.001517
bundesliga,escanteios_exato,FT,eq_2,1353,1.0000,0.005867,0.005868,0.000002,0.000285,0.038212,0.039717,0.001505,0.001837,0.001502
primeira-liga,correct_score,FT,4_3,205,1.0000,0.000020,0.000022,0.000002,0.106015,0.002625,0.003488,0.000863,-0.002615,-0.003477
serie-b-italia,escanteios_exato,FT,eq_1,277,1.0000,0.003604,0.003606,0.000002,0.000589,0.025298,0.027192,0.001894,0.002467,0.003130
